"PERMIT_NO","REVIEWTYPE","DATE_SENT","CONTACT","STATUS","DATE_RECEIVED","NOTES","REMARKS","LOCKID","DATE_DUE","RECORDID","REVIEWGROUP","update_originator_id","update_timestamp","create_timestamp","exID","insert_originator_id","ASSIGNED_DATE","REVIEW_ACK"
"BP2019-0238","PLUMBING CYCLE 3","2020-10-01 00:00:00","SCOTT DOOLITTLE","APPROVED","2020-10-07 00:00:00","(10/1/2020 10:32 AM AY)Omitt","","","2020-10-06 00:00:00","AY:2010011032373737","COMMERCIAL CYCLE 3","0","000000008E066790","2378973496","","0","",""
"BP2019-0238","STRUCTURAL CYCLE 5","2020-10-01 00:00:00","SCOTT DOOLITTLE","APPROVED","2020-10-07 00:00:00","(10/1/2020 10:32 AM AY)Omitt","","","2020-10-06 00:00:00","AY:2010011032373738","COMMERCIAL CYCLE 5","0","000000008E06678C","2378973499","","0","",""
"BP2019-0239","ELECTRICAL CYCLE 2","2020-10-01 00:00:00","SCOTT DOOLITTLE","APPROVED","2020-10-07 00:00:00","(10/1/2020 10:34 AM AY)Omitt","","","2020-10-06 00:00:00","AY:2010011034253740","COMMERCIAL CYCLE 2","0","000000008E066722","2378973879","","0","",""
"BP2019-0239","ENVIRONMENTAL HEALTH CYCLE 3","2020-10-01 00:00:00","ENV ADMIN","APPROVED","2020-10-01 00:00:00","(10/1/2020 10:34 AM AY)Omitt","","","2020-10-15 00:00:00","AY:2010011034263741","COMMERCIAL CYCLE 3","0","000000008DCD78AA","2378973882","","0","",""
"BP2019-0239","F-L-S CYCLE 3","2020-10-01 00:00:00","SCOTT DOOLITTLE","APPROVED","2020-10-07 00:00:00","(10/1/2020 10:35 AM AY)Omitt","","","2020-10-06 00:00:00","AY:2010011034263742","COMMERCIAL CYCLE 3","0","000000008E0667A6","2378973887","","0","",""
"BP2019-0239","MECHANICAL CYCLE 3","2020-10-01 00:00:00","SCOTT DOOLITTLE","APPROVED","2020-10-07 00:00:00","(10/1/2020 10:35 AM AY)Omitt","","","2020-10-06 00:00:00","AY:2010011034263743","COMMERCIAL CYCLE 3","0","000000008E0667AA","2378973892","","0","",""
"BP2019-0239","PLUMBING CYCLE 3","2020-10-01 00:00:00","SCOTT DOOLITTLE","APPROVED","2020-10-07 00:00:00","(10/1/2020 10:35 AM AY)Omitt","","","2020-10-06 00:00:00","AY:2010011034263744","COMMERCIAL CYCLE 3","0","000000008E06673A","2378973895","","0","",""
"BP2019-0239","STRUCTURAL CYCLE 5","2020-10-01 00:00:00","SCOTT DOOLITTLE","APPROVED","2020-10-07 00:00:00","(10/1/2020 10:35 AM AY)Omitt","","","2020-10-06 00:00:00","AY:2010011034263745","COMMERCIAL CYCLE 5","0","000000008E06672E","2378973898","","0","",""
"BP2019-0247","F-L-S CYCLE 3","2020-10-01 00:00:00","SCOTT DOOLITTLE","APPROVED","2020-10-07 00:00:00","(10/1/2020 10:50 AM AY)Omitt","","","2020-10-06 00:00:00","AY:2010011046453772","COMMERCIAL CYCLE 3","0","000000008E066798","2378981536","","0","",""
"BP2019-0240","ELECTRICAL CYCLE 2","2020-10-01 00:00:00","UNASSIGNED BLDG","APPROVED","2020-10-07 00:00:00","(10/1/2020 11:06 AM AY)Omitt","","","2020-10-06 00:00:00","AY:2010011105323805","COMMERCIAL CYCLE 2","0","000000008E066788","2379035180","","0","",""
"BP2019-0240","STRUCTURAL CYCLE 5","2020-10-01 00:00:00","UNASSIGNED BLDG","APPROVED","2020-10-07 00:00:00","(10/1/2020 11:07 AM AY)Omitt","","","2020-10-06 00:00:00","AY:2010011105323809","COMMERCIAL CYCLE 5","0","000000008E06677C","2379035192","","0","",""
"BP2019-0240","ENVIRONMENTAL HEALTH CYCLE 3","2020-10-01 00:00:00","ENV ADMIN","APPROVED","2020-10-01 00:00:00","(10/1/2020 11:06 AM AY)Omitt","","","2020-10-15 00:00:00","AY:2010011105423810","COMMERCIAL CYCLE 3","0","000000008DCD794C","2379035209","","0","",""
"BP2019-0240","F-L-S CYCLE 3","2020-10-01 00:00:00","UNASSIGNED BLDG","APPROVED","2020-10-07 00:00:00","(10/1/2020 11:07 AM AY)Omitt","","","2020-10-06 00:00:00","AY:2010011107413823","COMMERCIAL CYCLE 3","0","000000008E066786","2379052734","","0","",""
"BP2019-0240","MECHANICAL CYCLE 3","2020-10-01 00:00:00","UNASSIGNED BLDG","APPROVED","2020-10-07 00:00:00","(10/1/2020 11:07 AM AY)Omitt","","","2020-10-06 00:00:00","AY:2010011107413824","COMMERCIAL CYCLE 3","0","000000008E0667A0","2379052737","","0","",""
"BP2019-0240","PLUMBING CYCLE 3","2020-10-01 00:00:00","UNASSIGNED BLDG","APPROVED","2020-10-07 00:00:00","(10/1/2020 11:08 AM AY)Omitt","","","2020-10-06 00:00:00","AY:2010011107413825","COMMERCIAL CYCLE 3","0","000000008E06678E","2379052740","","0","",""
"BP2019-0241","ELECTRICAL CYCLE 2","2020-10-01 00:00:00","SCOTT DOOLITTLE","APPROVED","2020-10-07 00:00:00","(10/1/2020 11:09 AM AY)Omitt","","","2020-10-06 00:00:00","AY:2010011108503832","COMMERCIAL CYCLE 2","0","000000008E0667A4","2379052872","","0","",""
"BP2019-0241","ENVIRONMENTAL HEALTH CYCLE 3","2020-10-01 00:00:00","ENV ADMIN","APPROVED","2020-10-01 00:00:00","(10/1/2020 11:09 AM AY)Omitt","","","2020-10-06 00:00:00","AY:2010011108503833","COMMERCIAL CYCLE 3","0","000000008DCD7995","2379052877","","0","",""
"BP2019-0241","F-L-S CYCLE 3","2020-10-01 00:00:00","SCOTT DOOLITTLE","APPROVED","2020-10-07 00:00:00","(10/1/2020 11:09 AM AY)Omitt","","","2020-10-06 00:00:00","AY:2010011108503834","COMMERCIAL CYCLE 3","0","000000008E0667B0","2379052880","","0","",""
"BP2019-0241","MECHANICAL CYCLE 3","2020-10-01 00:00:00","SCOTT DOOLITTLE","APPROVED","2020-10-07 00:00:00","(10/1/2020 11:09 AM AY)Omitt","","","2020-10-06 00:00:00","AY:2010011108503835","COMMERCIAL CYCLE 3","0","000000008E0667C0","2379052883","","0","",""
"BP2019-0241","PLUMBING CYCLE 3","2020-10-01 00:00:00","SCOTT DOOLITTLE","APPROVED","2020-10-07 00:00:00","(10/1/2020 11:09 AM AY)Omitt","","","2020-10-06 00:00:00","AY:2010011108503836","COMMERCIAL CYCLE 3","0","000000008E0667BE","2379052886","","0","",""
"BP2019-0241","STRUCTURAL CYCLE 5","2020-10-01 00:00:00","SCOTT DOOLITTLE","APPROVED","2020-10-07 00:00:00","(10/1/2020 11:09 AM AY)Omitt","","","2020-10-06 00:00:00","AY:2010011108503837","COMMERCIAL CYCLE 5","0","000000008E0667BC","2379052889","","0","",""
"BP2019-0242","ELECTRICAL CYCLE 2","2020-10-01 00:00:00","SCOTT DOOLITTLE","APPROVED","2020-10-07 00:00:00","(10/1/2020 11:10 AM AY)Omitt","","","2020-10-06 00:00:00","AY:2010011110213841","COMMERCIAL CYCLE 2","0","000000008E0666C1","2379053083","","0","",""
"BP2019-0242","ENVIRONMENTAL HEALTH CYCLE 3","2020-10-01 00:00:00","ENV ADMIN","APPROVED","2020-10-01 00:00:00","(10/1/2020 11:10 AM AY)Omitt","","","2020-10-06 00:00:00","AY:2010011110213842","COMMERCIAL CYCLE 3","0","000000008DCD79E0","2379053086","","0","",""
"BP2019-0242","F-L-S CYCLE 3","2020-10-01 00:00:00","SCOTT DOOLITTLE","APPROVED","2020-10-07 00:00:00","(10/1/2020 11:11 AM AY)Omitt","","","2020-10-06 00:00:00","AY:2010011110213843","COMMERCIAL CYCLE 3","0","000000008E0666C9","2379053089","","0","",""
"BP2019-0242","MECHANICAL CYCLE 3","2020-10-01 00:00:00","SCOTT DOOLITTLE","APPROVED","2020-10-07 00:00:00","(10/1/2020 11:10 AM AY)Omitt","","","2020-10-06 00:00:00","AY:2010011110213844","COMMERCIAL CYCLE 3","0","000000008E0666D7","2379053092","","0","",""
"BP2019-0242","PLUMBING CYCLE 3","2020-10-01 00:00:00","SCOTT DOOLITTLE","APPROVED","2020-10-07 00:00:00","(10/1/2020 11:11 AM AY)Omitt","","","2020-10-06 00:00:00","AY:2010011110213845","COMMERCIAL CYCLE 3","0","000000008E06670C","2379053095","","0","",""
"BP2019-0242","STRUCTURAL CYCLE 5","2020-10-01 00:00:00","SCOTT DOOLITTLE","APPROVED","2020-10-07 00:00:00","(10/1/2020 11:11 AM AY)Omitt","","","2020-10-06 00:00:00","AY:2010011110213847","COMMERCIAL CYCLE 5","0","000000008E066716","2379053101","","0","",""
"BP2019-0243","ELECTRICAL CYCLE 2","2020-10-01 00:00:00","SCOTT DOOLITTLE","APPROVED","2020-10-07 00:00:00","(10/1/2020 11:13 AM AY)Omitt","","","2020-10-06 00:00:00","AY:2010011112153851","COMMERCIAL CYCLE 2","0","000000008E066776","2379053342","","0","",""
"BP2019-0243","ENVIRONMENTAL HEALTH CYCLE 3","2020-10-01 00:00:00","ENV ADMIN","APPROVED","2020-10-01 00:00:00","(10/1/2020 11:12 AM AY)Omitt","","","2020-10-06 00:00:00","AY:2010011112153852","COMMERCIAL CYCLE 3","0","000000008DCD7A28","2379053345","","0","",""
"BP2019-0243","F-L-S CYCLE 3","2020-10-01 00:00:00","SCOTT DOOLITTLE","APPROVED","2020-10-07 00:00:00","(10/1/2020 11:12 AM AY)Omitt","","","2020-10-06 00:00:00","AY:2010011112153853","COMMERCIAL CYCLE 3","0","000000008E066780","2379053348","","0","",""
"BP2019-0243","MECHANICAL CYCLE 3","2020-10-01 00:00:00","SCOTT DOOLITTLE","APPROVED","2020-10-07 00:00:00","(10/1/2020 11:12 AM AY)Omitt","","","2020-10-06 00:00:00","AY:2010011112153854","COMMERCIAL CYCLE 3","0","000000008E06676E","2379053351","","0","",""
"BP2019-0243","PLUMBING CYCLE 3","2020-10-01 00:00:00","SCOTT DOOLITTLE","APPROVED","2020-10-07 00:00:00","(10/1/2020 11:12 AM AY)Omitt","","","2020-10-06 00:00:00","AY:2010011112153855","COMMERCIAL CYCLE 3","0","000000008E066762","2379053354","","0","",""
"BP2019-0243","STRUCTURAL CYCLE 5","2020-10-01 00:00:00","SCOTT DOOLITTLE","APPROVED","2020-10-07 00:00:00","(10/1/2020 11:12 AM AY)Omitt","","","2020-10-06 00:00:00","AY:2010011112163856","COMMERCIAL CYCLE 5","0","000000008E06676C","2379053357","","0","",""
"BP2019-0244","ELECTRICAL CYCLE 2","2020-10-01 00:00:00","SCOTT DOOLITTLE","APPROVED","2020-10-07 00:00:00","(10/1/2020 11:14 AM AY)Omitt","","","2020-10-06 00:00:00","AY:2010011113493861","COMMERCIAL CYCLE 2","0","000000008E066792","2379053543","","0","",""
"BP2019-0244","ENVIRONMENTAL HEALTH CYCLE 3","2020-10-01 00:00:00","ENV ADMIN","APPROVED","2020-10-01 00:00:00","(10/1/2020 11:14 AM AY)Omitt","","","2020-10-06 00:00:00","AY:2010011113493862","COMMERCIAL CYCLE 3","0","000000008DCD7BE0","2379053548","","0","",""
"BP2019-0244","F-L-S CYCLE 3","2020-10-01 00:00:00","SCOTT DOOLITTLE","APPROVED","2020-10-07 00:00:00","(10/1/2020 11:14 AM AY)Omitt","","","2020-10-06 00:00:00","AY:2010011113493863","COMMERCIAL CYCLE 3","0","000000008E066796","2379053551","","0","",""
"BP2019-0244","MECHANICAL CYCLE 3","2020-10-01 00:00:00","SCOTT DOOLITTLE","APPROVED","2020-10-07 00:00:00","(10/1/2020 11:14 AM AY)Omitt","","","2020-10-06 00:00:00","AY:2010011113493864","COMMERCIAL CYCLE 3","0","000000008E066782","2379053554","","0","",""
"BP2019-0244","PLUMBING CYCLE 3","2020-10-01 00:00:00","SCOTT DOOLITTLE","APPROVED","2020-10-07 00:00:00","(10/1/2020 11:14 AM AY)Omitt","","","2020-10-06 00:00:00","AY:2010011113493865","COMMERCIAL CYCLE 3","0","000000008E06676A","2379053559","","0","",""
"BP2019-0244","STRUCTURAL CYCLE 5","2020-10-01 00:00:00","SCOTT DOOLITTLE","APPROVED","2020-10-07 00:00:00","(10/1/2020 11:14 AM AY)Omitt","","","2020-10-06 00:00:00","AY:2010011113493866","COMMERCIAL CYCLE 5","0","000000008E066774","2379053562","","0","",""
"BP2019-0245","ELECTRICAL CYCLE 2","2020-10-01 00:00:00","SCOTT DOOLITTLE","APPROVED","2020-10-07 00:00:00","(10/1/2020 11:15 AM AY)Omitt","","","2020-10-06 00:00:00","AY:2010011115113870","COMMERCIAL CYCLE 2","0","000000008E066702","2379053764","","0","",""
"BP2019-0245","ENVIRONMENTAL HEALTH CYCLE 3","2020-10-01 00:00:00","ENV ADMIN","APPROVED","2020-10-01 00:00:00","(10/1/2020 11:15 AM AY)Omitt","","","2020-10-06 00:00:00","AY:2010011115113871","COMMERCIAL CYCLE 3","0","000000008DCDC345","2379053767","","0","",""
"BP2019-0245","F-L-S CYCLE 3","2020-10-01 00:00:00","SCOTT DOOLITTLE","APPROVED","2020-10-07 00:00:00","(10/1/2020 11:15 AM AY)Omitt","","","2020-10-06 00:00:00","AY:2010011115113872","COMMERCIAL CYCLE 3","0","000000008E0666EF","2379053770","","0","",""
"BP2019-0245","MECHANICAL CYCLE 3","2020-10-01 00:00:00","SCOTT DOOLITTLE","APPROVED","2020-10-07 00:00:00","(10/1/2020 11:15 AM AY)Omitt","","","2020-10-06 00:00:00","AY:2010011115113873","COMMERCIAL CYCLE 3","0","000000008E0666F7","2379053773","","0","",""
"BP2019-0245","PLUMBING CYCLE 3","2020-10-01 00:00:00","SCOTT DOOLITTLE","APPROVED","2020-10-07 00:00:00","(10/1/2020 11:15 AM AY)Omitt","","","2020-10-06 00:00:00","AY:2010011115113874","COMMERCIAL CYCLE 3","0","000000008E0666FB","2379053776","","0","",""
"BP2019-0245","STRUCTURAL CYCLE 5","2020-10-01 00:00:00","SCOTT DOOLITTLE","APPROVED","2020-10-07 00:00:00","(10/1/2020 11:16 AM AY)Omitt","","","2020-10-06 00:00:00","AY:2010011115113875","COMMERCIAL CYCLE 5","0","000000008E0667A2","2379053779","","0","",""
"BP2020-0816","ENVIRONMENTAL HEALTH CYCLE 1","2020-10-06 00:00:00","ENV ADMIN","","","","VOIDED (AY 10/7/2020)","","2020-10-27 00:00:00","AY:2010060919271147","AUTO","0","000000008E01FAA1","2381468335","","0","",""
"BP2020-0816","ADDRESSING","2020-10-06 00:00:00","PERMIT TECH","","","","VOIDED (AY 10/7/2020)","","","AY:2010060919271148","AUTO","0","000000008E01FA9B","2381468338","","0","",""
"BP2020-0816","FIRE DISTRICT FEE FORM","2020-10-06 00:00:00","PERMIT TECH","","","","VOIDED (AY 10/7/2020)","","2020-10-27 00:00:00","AY:2010060919271149","AUTO","0","000000008E01FAAB","2381468341","","0","",""
"BP2020-0816","FIRE SITE REVIEW CYCLE 1","2020-10-06 00:00:00","PERMIT TECH","","","","VOIDED (AY 10/7/2020)","","2020-10-27 00:00:00","AY:2010060919281150","AUTO","0","000000008E01FAAF","2381468344","","0","",""
"BP2020-0816","FIRE SPRINK CYCLE 1","2020-10-06 00:00:00","UNASSIGNED BLDG","","","","VOIDED (AY 10/7/2020)","","2020-10-27 00:00:00","AY:2010060919281151","AUTO","0","000000008E01FCDD","2381468347","","0","",""
"BP2020-0816","PLANNING CYCLE 1","2020-10-06 00:00:00","TRACY GONZALEZ","","","","VOIDED (AY 10/7/2020)","","2020-10-27 00:00:00","AY:2010060919281152","AUTO","0","000000008E01FCEB","2381468350","","0","",""
"BP2020-0816","PW CYCLE 1","2020-10-06 00:00:00","PUBLIC WORKS REVIEWER","","","","VOIDED (AY 10/7/2020)","","2020-10-27 00:00:00","AY:2010060919281153","AUTO","0","000000008E01FCEF","2381468353","","0","",""
"BP2020-0816","RESIDENTIAL CYCLE 1","2020-10-06 00:00:00","UNASSIGNED BLDG","","","","VOIDED (AY 10/7/2020)","","2020-10-27 00:00:00","AY:2010060919281154","AUTO","0","000000008E01FCF5","2381468356","","0","",""
"BP2020-0816","SCHOOL DISTRICT FEE FORM","2020-10-06 00:00:00","PERMIT TECH","","","","VOIDED (AY 10/7/2020)","","2020-10-27 00:00:00","AY:2010060919291155","AUTO","0","000000008E01FCFF","2381468359","","0","",""
"BP2019-0247","MISC REQUREMENT","2020-10-08 00:00:00","PERMIT TECH","","","(10/8/2020 10:55 AM AY)Appli","","","2020-10-28 00:00:00","AY:2010081017153089","ALL","0","000000008E111602","2383477162","","0","",""
"BP2020-0850","FIRE DISTRICT FEE FORM","2020-10-15 00:00:00","PERMIT TECH","","","","VOIDED (AY 10/15/2020)","","2020-11-05 00:00:00","AY:2010150231218830","AUTO","0","000000008E77E71F","2390216749","","0","",""
"BP2020-0850","PLANNING CYCLE 1","2020-10-15 00:00:00","TRACY GONZALEZ","","","","VOIDED (AY 10/15/2020)","","2020-11-05 00:00:00","AY:2010150231228831","AUTO","0","000000008E77E725","2390216752","","0","",""
"BP2020-0850","RESIDENTIAL CYCLE 1","2020-10-15 00:00:00","UNASSIGNED BLDG","","","","VOIDED (AY 10/15/2020)","","2020-11-05 00:00:00","AY:2010150231228832","AUTO","0","000000008E77E72D","2390216755","","0","",""
"BP2020-0850","FIRE SITE REVIEW CYCLE 1","2020-10-15 00:00:00","PERMIT TECH","","","","VOIDED (AY 10/15/2020)","","2020-11-05 00:00:00","AY:2010150231228833","AUTO","0","000000008E77E731","2390216758","","0","",""
"BP2020-0856","ENVIRONMENTAL HEALTH CYCLE 1","2020-11-06 00:00:00","LIA SHREWSBURY","CORRECTIONS SENT","2020-11-17 00:00:00","(10/21/2020 11:27 AM SB)wait","SEE NOTES","","2020-12-01 00:00:00","AY:2010201046081588","RESIDENTIAL CYCLE 1","0","0000000091891C3F","2393559040","","0","",""
"BP2020-0856","PLANNING CYCLE 1","2020-10-20 00:00:00","TRACY GONZALEZ","APPROVED","2020-10-26 00:00:00","","","","2020-11-10 00:00:00","AY:2010201046081589","RESIDENTIAL CYCLE 1","0","000000008EFC67DB","2393559044","","0","",""
"BP2020-0856","RESIDENTIAL CYCLE 1","2020-11-06 00:00:00","SCOTT DOOLITTLE","APPROVED","2020-12-02 00:00:00","(12/2/2020 11:24 AM SD)Appro","","","2020-12-01 00:00:00","AY:2010201046081590","RESIDENTIAL CYCLE 1","0","0000000090652E5A","2393559047","","0","",""
"BP2020-0886","FIRE DISTRICT FEE FORM","2020-10-23 00:00:00","PERMIT TECH","","","","VOIDED (AY 10/23/2020)","","2020-11-14 00:00:00","AY:2010231025486208","AUTO","0","000000008EE02B25","2397055106","","0","",""
"BP2020-0886","SCHOOL DISTRICT FEE FORM","2020-10-23 00:00:00","PERMIT TECH","","","","VOIDED (AY 10/23/2020)","","2020-11-14 00:00:00","AY:2010231025496209","AUTO","0","000000008EE02B5F","2397055113","","0","",""
"BP2020-0886","IWM C and D","2020-10-23 00:00:00","IWM REVIEWER","","","","VOIDED (AY 10/23/2020)","","2020-11-14 00:00:00","AY:2010231025496210","AUTO","0","000000008EE02B41","2397055116","","0","",""
"BP2020-0886","RESIDENTIAL CYCLE 1","2020-10-23 00:00:00","UNASSIGNED BLDG","","","","VOIDED (AY 10/23/2020)","","2020-11-14 00:00:00","AY:2010231025496211","AUTO","0","000000008EE02B57","2397055119","","0","",""
"BP2020-0886","PW CYCLE 1","2020-10-23 00:00:00","PUBLIC WORKS REVIEWER","","","","VOIDED (AY 10/23/2020)","","2020-11-14 00:00:00","AY:2010231025496212","AUTO","0","000000008EE02B51","2397055122","","0","",""
"BP2020-0886","INCLUSIONARY HOUSING","2020-10-23 00:00:00","TRACY GONZALEZ","","","","VOIDED (AY 10/23/2020)","","2020-11-13 00:00:00","AY:2010231025496213","AUTO","0","000000008EE02B3B","2397055125","","0","",""
"BP2020-0886","FIRE ALARM CYCLE 1","2020-10-23 00:00:00","UNASSIGNED BLDG","","","","VOIDED (AY 10/23/2020)","","2020-11-06 00:00:00","AY:2010231025496214","AUTO","0","000000008EE02B1F","2397055128","","0","",""
"BP2020-0886","FIRE SPRINK CYCLE 1","2020-10-23 00:00:00","UNASSIGNED BLDG","","","","VOIDED (AY 10/23/2020)","","2020-11-14 00:00:00","AY:2010231025496215","AUTO","0","000000008EE02B31","2397055131","","0","",""
"BP2020-0886","FIRE SITE REVIEW CYCLE 1","2020-10-23 00:00:00","PERMIT TECH","","","","VOIDED (AY 10/23/2020)","","2020-11-14 00:00:00","AY:2010231025506217","AUTO","0","000000008EE02B2D","2397055137","","0","",""
"BP2020-0886","PLANNING CYCLE 1","2020-10-23 00:00:00","TRACY GONZALEZ","","","","VOIDED (AY 10/23/2020)","","2020-11-14 00:00:00","AY:2010231025506218","AUTO","0","000000008EE02B45","2397055142","","0","",""
"BP2020-0900","ENVIRONMENTAL HEALTH CYCLE 1","2020-10-27 00:00:00","DEBORAH ANDERSON","APPROVED","2020-11-09 00:00:00","(10/29/2020 10:09 AM SB)FA00","SEE NOTES","","2020-11-18 00:00:00","AY:2010270201418671","AUTO","0","000000008F9BF5D5","2399691936","","0","",""
"BP2020-0900","FIRE DISTRICT FEE FORM","2020-10-27 00:00:00","PERMIT TECH","APPROVED","2021-01-29 00:00:00","","","","2020-11-17 00:00:00","AY:2010270201418672","AUTO","0","0000000092A0ED0C","2399691939","","0","",""
"BP2020-0900","FIRE SITE REVIEW CYCLE 1","2020-10-27 00:00:00","PERMIT TECH","APPROVED","2021-01-29 00:00:00","","Provided forms","","2020-11-17 00:00:00","AY:2010270201428673","AUTO","0","0000000092A0ED0E","2399691942","","0","",""
"BP2020-0900","IWM C AND D","2020-10-27 00:00:00","IWM REVIEWER","APPROVED","2020-10-28 00:00:00","(10/28/2020 12:04 PM AY)C & ","IWM review - collect fees","","2020-11-18 00:00:00","AY:2010270201428674","AUTO","0","000000008F1B3446","2399691947","","0","",""
"BP2020-0900","PLANNING CYCLE 1","2020-10-27 00:00:00","TRACY GONZALEZ","APPROVED","2020-10-28 00:00:00","","","","2020-11-18 00:00:00","AY:2010270201428675","AUTO","0","000000008F1B8EC3","2399691950","","0","",""
"BP2020-0900","PW CYCLE 1","2020-10-27 00:00:00","MARVIN DINOZO","APPROVED","2020-11-19 00:00:00","","","","2020-11-18 00:00:00","AY:2010270201428676","AUTO","0","0000000090014FD8","2399691955","","0","",""
"BP2020-0900","AG EXEMPT TRACKING","2020-10-27 00:00:00","SCOTT DOOLITTLE","APPROVED","2020-11-19 00:00:00","","","","2020-11-18 00:00:00","AY:2010270201428677","AUTO","0","00000000900152AE","2399691958","","0","",""
"BP2020-0900","FLOOD ZONE EC","2020-10-29 00:00:00","SCOTT DOOLITTLE","APPROVED","2020-11-04 00:00:00","","","","2020-11-05 00:00:00","AY:2010290340040876","FLOOD ZONE","0","000000008F5E1484","2401940498","","0","",""
"BP2020-0719","ELECTRICAL CYCLE 2","2020-11-30 00:00:00","SCOTT DOOLITTLE","APPROVED","2020-12-14 00:00:00","","","","2020-12-14 00:00:00","AY:2012020327328817","COMMERCIAL CYCLE 2","0","0000000090E7A664","2422951357","","0","",""
"BP2020-0719","F-L-S CYCLE 2","2020-11-30 00:00:00","SCOTT DOOLITTLE","APPROVED","2020-12-14 00:00:00","","","","2020-12-14 00:00:00","AY:2012020327338818","COMMERCIAL CYCLE 2","0","0000000090E7A666","2422951360","","0","",""
"BP2020-0719","STRUCTURAL CYCLE 2","2020-11-30 00:00:00","SCOTT DOOLITTLE","APPROVED","2020-12-14 00:00:00","","","","2020-12-14 00:00:00","AY:2012020327338819","COMMERCIAL CYCLE 2","0","0000000090E7A668","2422951363","","0","",""
"BP2020-1003","IWM C and D","2020-12-03 00:00:00","IWM REVIEWER","","","","VOIDED (AY 12/3/2020)","","2020-12-24 00:00:00","AY:2012030133399220","AUTO","0","000000009076101A","2423656374","","0","",""
"BP2020-1003","PW CYCLE 1","2020-12-03 00:00:00","PUBLIC WORKS REVIEWER","","","","VOIDED (AY 12/3/2020)","","2020-12-24 00:00:00","AY:2012030133409221","AUTO","0","0000000090761020","2423656377","","0","",""
"BP2020-1003","ENVIRONMENTAL HEALTH CYCLE 1","2020-12-03 00:00:00","ENV ADMIN","","","","VOIDED (AY 12/3/2020)","","2020-12-24 00:00:00","AY:2012030133409222","AUTO","0","000000009076100E","2423656380","","0","",""
"BP2020-1003","RESIDENTIAL CYCLE 1","2020-12-03 00:00:00","UNASSIGNED BLDG","","","","VOIDED (AY 12/3/2020)","","2020-12-24 00:00:00","AY:2012030133409223","AUTO","0","0000000090761024","2423656383","","0","",""
"BP2020-1003","PLANNING CYCLE 1","2020-12-03 00:00:00","TRACY GONZALEZ","","","","VOIDED (AY 12/3/2020)","","2020-12-24 00:00:00","AY:2012030133409224","AUTO","0","000000009076101E","2423656386","","0","",""
"BP2020-1003","FIRE SITE REVIEW CYCLE 1","2020-12-03 00:00:00","PERMIT TECH","","","","VOIDED (AY 12/3/2020)","","2020-12-24 00:00:00","AY:2012030133409225","AUTO","0","0000000090761016","2423656389","","0","",""
"BP2020-1003","FIRE DISTRICT FEE FORM","2020-12-03 00:00:00","PERMIT TECH","","","","VOIDED (AY 12/3/2020)","","2020-12-24 00:00:00","AY:2012030133419226","AUTO","0","0000000090761014","2423656392","","0","",""
"BP2020-1003","FLOOD ZONE REVIEW","2020-12-03 00:00:00","SCOTT DOOLITTLE","","","(12/3/2020 1:39 PM AY)Verify","VOIDED (AY 12/3/2020)","","2020-12-10 00:00:00","AY:2012030139109247","FLOOD ZONE","0","00000000907613CB","2423657370","","0","",""
"BP2020-1012","CANNABIS TASK FORCE","2020-12-09 00:00:00","HOA TAN","APPROVED","2021-01-05 00:00:00","","","","2021-01-06 00:00:00","AY:2012090850051995","AUTO","0","00000000919B0810","2427029662","","0","",""
"BP2020-1012","PLANNING","2020-12-09 00:00:00","TRACY GONZALEZ","APPROVED","2021-01-14 00:00:00","","","","2021-01-06 00:00:00","AY:2012090850051996","AUTO","0","000000009203359D","2427029665","","0","",""
"BP2020-1012","PUBLIC WORKS","2020-12-09 00:00:00","JOSUE PIMENTEL-MORA","CORRECTIONS SENT","2020-12-31 00:00:00","","Email in attachments","","2021-01-06 00:00:00","AY:2012090850061997","AUTO","0","00000000917C0C68","2427029668","","0","",""
"BP2020-1012","IWM C and D","2020-12-09 00:00:00","IWM REVIEWER","","","","VOIDED (AY 1/8/2021)","","2021-01-07 00:00:00","AY:2012090850061999","AUTO","0","0000000091CCC0FA","2427029674","","0","",""
"BP2020-1012","SCHOOL DISTRICT","2020-12-09 00:00:00","PERMIT TECH","APPROVED","2021-01-08 00:00:00","","","","2020-12-10 00:00:00","AY:2012090850062000","AUTO","0","0000000091CBF2C9","2427029677","","0","",""
"BP2020-1012","ENVIRONMENTAL HEALTH CYCLE 1","2020-12-09 00:00:00","LIA SHREWSBURY","APPROVED","2021-01-26 00:00:00","(12/10/2020 1:57 PM CM)FA211","SEE NOTS","","2021-01-07 00:00:00","AY:2012090850062001","AUTO","0","00000000926F7CE1","2427029680","","0","",""
"BP2020-1012","FIRE SITE REVIEW CYCLE 1","2020-12-09 00:00:00","PERMIT TECH","APPROVED","2021-01-08 00:00:00","","","","2021-01-07 00:00:00","AY:2012090850062002","AUTO","0","0000000091CBF2C7","2427029685","","0","",""
"BP2020-1012","FIRE DISTRICT FEE FORM","2020-12-09 00:00:00","PERMIT TECH","APPROVED","2021-01-08 00:00:00","","","","2021-01-07 00:00:00","AY:2012090850072003","AUTO","0","0000000091CBF2C5","2427029688","","0","",""
"BP2020-1012","YSAQMD","2020-12-09 00:00:00","YSAQMD","APPROVED","2021-02-16 00:00:00","","","","2021-02-12 00:00:00","AY:2012090850072004","AUTO","0","00000000934EFEAE","2427029691","","0","",""
