"BUSINESS_NO","COMPANY","MAIL_ADDRESS1","MAIL_ADDRESS2","MAIL_CITY","MAIL_STATE","MAIL_ZIP","LOC_ADDRESS1","LOC_ADDRESS2","LOC_CITY","LOC_STATE","LOC_ZIP","PHONE","FAX","EMERGENCY","BUSINESS_TYPE","SIC_1","SIC_2","SIC_3","OWNERSHIP_TYPE","TAX_ID","RESALE_ID","ST_LIC_NO","ST_LIC_ISS","ST_LIC_EXP","WRKR_COMP","W_COMP_NO","W_COMP_ISS","W_COMP_EXP","NOTES","COMPANY_PRINT_AS","EMPLOYEES","TEXTFIELD1","TEXTFIELD2","TEXTFIELD3","TEXTFIELD4","TEXTFIELD5","TEXTFIELD6","TEXTFIELD7","TEXTFIELD8","CHECKBOX1","CHECKBOX2","CHECKBOX3","CHECKBOX4","CHECKBOX5","CHECKBOX6","CHECKBOX7","CHECKBOX8","TAG","CLASSIFICATION","EMAIL","OWNER_NAME","SITE_STREETID","SITE_NUMBER","SITE_STREETNAME","SITE_UNIT_NO","SITE_CITY","SITE_STATE","SITE_ZIP","SITE_ALTERNATE_ID","SITE_GEOTYPE","SITE_APN","SITE_LOT_NO","SITE_BLOCK","SITE_TRACT","SITE_SUBDIVISION","SITE_DESCRIPTION","LIAB_CARRIER","LIAB_NO","LIAB_ISS","LIAB_EXP","DEFAULT_INSPECTOR","LOCKID","RECORDID","LOC_RECORDID","DEPOSITTYPE","HISTORICAL_APN","BUSINESS_SUBTYPE","FEES_CHARGED","FEES_PAID","BALANCE_DUE","REFERENCE_NO","update_originator_id","update_timestamp","create_timestamp","insert_originator_id"
"12539","Y.O.L.O. Farms","P.O. Box 986","","Winters","CA","95694","26095 HWY 128","","Winters","CA","95694","4156990007","","","CANNABIS LIC","","","","SOLE PROPRIETORSHIP","","","12539","","","","","","","(7/5/2017 2:05 PM SC)Ravi Tumber grow site","Ravi Tumber","","","","","","","","","","","","1","","","","","","","","ravi@tumberfarms.com","THIARA SATPAL K","","26095","HWY 128","","Winters","CA","95694","","PARCEL","030250016","","","","","","","","","","","","SC:1707050205140845","YOLO:1102101329226845","","","","322.80000000000001","322.80000000000001","0","","0","0000000063933B36","1387021410","0"
"12542","RGarcia Farms","34142 County Road 24","","WOODLAND","CA","95695","34134-42 CR 24","","Woodland","CA","95695","5302193222","","","EXEMPT","0291","","","SOLE PROPRIETORSHIP","","","12542","","","","","","","(7/11/2017 4:01 PM SC)farming surrounding vicinity in oats, wheat, barley, hay, and livestock (sheep and cattle)","Reynaldo E. Garcia","","","","","","","","","","","","","","","","","","","","regarcia67@hotmail.com","GARCIA MARIA J & REGINO Q","","34134-42","CR 24","","Woodland","CA","95695","","PARCEL","025182003","","","","","","","","","","","","SC:1707110358125063","YOLO:1102101329222917","","","AGRICULTURAL","0","","0","","0","00000000A576C37A","1391663423","0"
"12556","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SC:1708020251580983","","","","","72.900000000000006","","72.900000000000006","","0","000000005BD8FD9D","1410391886","0"
"12558","JA Cannabis Cultivation","19293 Hillcrest Dr","","WOODLAND","CA","95695","14760 CR 41A","","Rumsey","CA","95679","","","","CANNABIS LIC","","","","CORPORATION","","","12558","","","","","","","","Juan Abarca","","","","","","","","","","","","1","","","","","","","","","BRAMLETT REV TRUST","","14760","CR 41A","","Rumsey","CA","95679","","PARCEL","060220001","","","","","","","","","","","","SC:1708030135421766","YOLO:11021013292236824","","","","322.80000000000001","322.80000000000001","0","","0","000000005BDABF34","1411258045","0"
"12565","Wilson Farms","P.O. Box 307","","Clarksburg","CA","95612","50400-04 GAFFNEY RD","","Clarksburg","CA","95612","","","","EXEMPT","","","","CORPORATION","","","12565","","","","","","","(8/15/2017 11:11 AM SC)vineyard farmers, farming operation exempt from BL requirements as per County Code","","","","","","","","","","","","","1","","","","","","","","","WILSON DAVID MARK ETAL","","50400-04","GAFFNEY RD","","Clarksburg","CA","95612","","PARCEL","043160002","","","","","","","","","","","","SC:1708151111021732","YOLO:11021013292222312","","","AGRICULTURAL","0","","0","","0","000000005FB210F9","1421110286","0"
"12575","Fireball Farms","PO BOX 330","","Dunnigan","CA","95937","","","YOLO COUNTY","CA","95937","5303099200","","","CANNABIS LIC","","","","LIMITED LIABILITY CORPORATION","","","12575","","","","","","","(9/12/2017 4:44 PM ET)Medical Marijuana Farm","","","","","","","","","","","","","","","","","","","","","","MATTHIS CLAUDIA A ETAL","","","","","YOLO COUNTY","CA","95937","","PARCEL","051102017","","","","","","","","","","","","SC:1709080209042964","YOLO:11021013292232392","","","","0","","0","","0","000000009B9A8046","1444206723","0"
"12576","Fireball Farms, LLC","PO BOX 330","","Dunnigan","CA","95937","2757 CR 88A","","Dunnigan","CA","95937","5303099200","","","CANNABIS LIC","","","","LIMITED LIABILITY CORPORATION","","","12576","","","","","","","","","","","","","","","","","","","","","","","","","","","","STEVEBROOKSHIRE1@AOL.COM","BULLOCK CLIFFORD JR","","2757","CR 88A","","Dunnigan","CA","95937","","PARCEL","051102002","","","","","","","","","","","","SC:1709080213123000","YOLO:11021013292232381","","","","322.80000000000001","322.80000000000001","0","","0","000000005BDA7EED","1444207138","0"
"12580","Americanna Organics","PO Box 2054","","Penn Valley","CA","95946","3340-78 CR 89","","Dunnigan","CA","95937","5103182429","","","CANNABIS LIC","","","","CORPORATION","","","12580","","","","","","","","","","","","","","","","","","","","","","","","","","","","matt@americannaorganics.com","GOOCH SHIRLEY M & GOOCH SHIRLE","","3340-78","CR 89","","Dunnigan","CA","95937","","PARCEL","051203001","","","","","","","","","","","","SC:1709120116176427","YOLO:11021013292232740","","","","322.80000000000001","322.80000000000001","0","","0","000000005BDA4826","1447489964","0"
"12592","CAPAY VALLEY CONNOISSEURS, LLC","PO BOX 447","","Dunnigan","CA","95937","15855 HWY 16","","Capay","CA","95607","5302049298","","","CANNABIS LIC","","","","LIMITED LIABILITY CORPORATION","","","12592","","","","","","","(9/29/2017 11:43 AM ET)CANNABIS CULTIVATION","CAPAY VALLEY CONNOISSEURS","","","","","","","","","","","","","","","","","","","","BOUALINTHONGKIM75@GMAIL.COM","CAMPBELL FAM TRUST  ETAL","","15855","HWY 16","","Capay","CA","95607","","PARCEL","048050016","","","","","","","","","","","","SC:1709281113024536","YOLO:11021013292230265","","","","322.80000000000001","322.80000000000001","0","","0","000000005BDA4D39","1463916405","0"
"12972","SHAREONOMICS","988 BOGUE RD","","YUBA CITY","CA","95991","12287 RIATA RD","","Lower Lake","CA","95457","5304074599","","","EXEMPT","","","","CORPORATION","","","12972","","","","","","","(9/27/2019 3:57 PM SC)Farming and Farm Labor (out of county)","Dorothy Figueroa","","","","","","","","","","","","","","","","","","","","figueroa.dorothy@gmail.com","Eugenio Figueroa","","12287","RIATA RD","","LOWER LAKE","CA","95457","","","","","","","","","","","","","","","SC:1909270356440282","","","","AGRICULTURAL","630.55999999999995","560.84000000000003","69.719999999999899","","0","00000000B4A6883C","2135694093","0"
"12977","CANNTANGO, INC.","1296 E. Gibson Rd","Suite A #250","Woodland","CA","95776","19151 CR 95A","","WOODLAND","CA","95695","5104442911","","","MANUFACTURING","","","","CORPORATION","","","12977","","","","","","","(10/11/2019 1:08 PM SC)industrial hemp biomass processing into consumer goods, such as spa products (salves, lotions, balms) and smokable products","","","","","","","","","","","","","","","","","","","","","griffin@canntango.com","WRIGHT FAM TRUST","","19151","CR 95A","","WOODLAND","CA","95695","","PARCEL","040040010","","","","","","","","","","","","SC:1910111257161512","YOLO:11021013292219627","","","","0","0","0","","0","00000000930BDA9A","2149411442","0"
"13014","PACIFIC NURSING ANESTHESIA AND SEDATION","18176 GADWALL STREET","","WOODLAND","CA","95695","18176 GADWALL ST","","WOODLAND","CA","95695","6154157176","","","HOME OCCUPATION","8051","","","CORPORATION","","","13014","","","","","","","(1/3/2020 11:07 AM SC)Home Occupation for Pacific Nursing Anesthesia and Sedation Services, Inc. (full business name)contracting with hospitals, surgery centers, and other medical establishments to provide anesthesia services at their facilities","PACIFIC NURSING ANESTHESIA AND SEDATION","","","","","","","","","","","","","1","","","","","","","pacificnurseanesthesia@gmail.com","DANIELS FAM TRUST","","18176","GADWALL ST","","WOODLAND","CA","95695","","PARCEL","025541003","","","","","","","","","","","","SC:2001031105005605","YOLO:1102101329223754","","","MISC/OTHER","141.80000000000001","141.80000000000001","0","","0","000000009B7AC15F","2208479212","0"
"13069","A+ Bee Packaging","1630 FARNHAM AVE","","Woodland","CA","95776","31570 HWY 16","","WOODLAND","CA","95695","9162479549","","","MANUFACTURING","5191","","","SOLE PROPRIETORSHIP","","","13069","","","","","","","(5/13/2020 4:26 PM SC)Assemble cut and trimmed pine into shipping packages for honey bee manufacturing","","","","","","","","","","","","","","","","","","","","","dmatt1630@gmail.com","ZIELESCH AB LIV TRUST","","31570","HWY 16","","WOODLAND","CA","95695","","PARCEL","049070008","","","","","","","","","","","","SC:2005130419469772","YOLO:11021013292230526","","","","190.31999999999999","190.31999999999999","0","","0","00000000A707210D","2280522355","0"
"13075","Lawley Ranch Events","40298 Best Ranch Rd","","Woodland","CA","95776","40298 BEST RANCH RD","","WOODLAND","CA","95776","","","","PUBLIC GATHERING","7299","","","LIMITED LIABILITY CORPORATION","","","13075","","","","","","","(5/26/2020 9:41 AM SC)refer to ZF2013-0040 for event center parameters","","","","","","","","","","","","","","","","","","","","","events@hiddengrove.com","CLARK STRUCTURAL LLC","","40298","BEST RANCH RD","","WOODLAND","CA","95776","","PARCEL","027230006","","","","","","","","","","","","SC:2005260940188745","YOLO:1102101329224168","","","OTHER","141.80000000000001","141.80000000000001","0","","0","000000009B7AE513","2287993352","0"
"13083","MJG CONSULTING","PO Box 394","","Yolo","CA","95697","12470 County Rd 95","","WOODLAND","CA","95695","","","","HOME OCCUPATION","8748","","","LIMITED LIABILITY CORPORATION","","","13083","","","","","","","(5/28/2020 4:47 PM SC)Home & Garden Care, Party Planning, Organizer","","","","","","","","","","","","","","","","","","","","","maryjogiovannetti@gmail.com","GIOVANNETTI REV LIV TRUST","","12470","County Rd 95","","WOODLAND","CA","95695","","PARCEL","055220002","","","","","","","","","","","","SC:2005280444112407","YOLO:11021013292233492","","","CONSULTING","141.80000000000001","141.80000000000001","0","","0","000000009B7AFCCE","2290549452","0"
"13079","Freedom Bees Co","35235 County Road 24","","WOODLAND","CA","95695","35235 CR 24","","WOODLAND","CA","95695","9167674107","","","EXEMPT","0279","","","PARTNERSHIP","","","13079","","","","","","","","","","","","","","","","","","","","","","","","","","","","darcycbrown@gmail.com","BROWN LINCOLN T","","35235","CR 24","","WOODLAND","CA","95695","","PARCEL","040040021","","","","","","","","","","","","SC:2005280822251023","YOLO:11021013292219637","","","AGRICULTURAL","141.80000000000001","141.80000000000001","0","","0","000000009B7AFC48","2289574597","0"
"13088","Ornelas Grading and Paving","119 Falaise Dr.","","Vacavile","CA","95687","119 Falaise Drive","","Vacavile","CA","95687","7075149329","","","CONTRACTOR","1794","","","SOLE PROPRIETORSHIP","","","13088","","","","","","","","Ruben Ornelas Lopez","","960692","C-12","05/31/2021","","","","","","","","","","","","","","","","ornelasgrading@yahoo.com","Ruben Ornelas Lopez","","119","Falaise Drive","","Vacavile","CA","95687","","","","","","","","","","","","","","","SC:2006030245587294","","","","CONSTRUCTION","141.80000000000001","141.80000000000001","0","","0","000000009B7AFEA0","2294154169","0"
"13116","Primos Elotes","26261 Woodland Avenue","","Esparto","CA","95627","26261 WOODLAND AVE","","ESPARTO","CA","95627","","","","FOOD AND BEVERAGE","5963","","","SOLE PROPRIETORSHIP","","","13116","","","","","","","(7/27/2020 10:06 AM SC)mobile food cart (license linked to business owner's address in Esparto) for serving the Esparto community.commisary located at Taqueria La MIchoacano, 2020 Main St. in Woodland (530-661-1383)","Jose Jesus Avina","","","","","","","","","","","","","","","","","","","","","QI XIAOPEI & FANG YING","","26261","WOODLAND AVE","","ESPARTO","CA","95627","","PARCEL","049262007","","","","","","","","","","","","SC:2007271005193518","YOLO:11021013292230868","","","OTHER","141.80000000000001","141.80000000000001","0","","0","000000009B7B3181","2330917585","0"
"13276","Raymond Ranch Resin and Wood","19492 County Road 89","","Winters","CA","95694","19488-92 CR 89","","WINTERS","CA","95694","5307233627","","","HOME OCCUPATION","5712","","","LIMITED LIABILITY CORPORATION","","","13276","","","","","","","(6/16/2021 9:13 AM SC)Making and selling of custom wood furniture. Milling of cut trees and logs into wood slabs.","Christopher Raymond","","","","","","","","","","","","","1","","","","","","","c.raymond534@gmail.com","RAYMOND DAVID J & DENISE A","","19488-92","CR 89","","WINTERS","CA","95694","","PARCEL","050020009","","","","","","","","","","","","SC:2106160913094204","YOLO:11021013292231989","","","MISC/OTHER","141.80000000000001","141.80000000000001","0","","0","00000000A70A7DEA","2558727137","0"
"13283","Milliron Property Services","PO Box 711","","Esparto","CA","95627","26262 CR 21A","","ESPARTO","CA","95627","5303300093","","","PERSONAL SERVICES","1521","","","SOLE PROPRIETORSHIP","","","13283","","","","","","","(6/23/2021 10:24 AM SC)mobile handyman","Owner: Matthew Milliron","","","","","","","","","","","","","1","","","","","","","matthew_milliron@yahoo.com","COUNTRY VILLA ME LLC ETAL","","26262","CR 21A","","ESPARTO","CA","95627","","PARCEL","049480004","","","","","","","","","","","","SC:2106231023579453","YOLO:11021013292231553","","","MAINTENANCE","141.80000000000001","141.80000000000001","0","","0","00000000A70A7F2E","2565460327","0"
"13287","COPPER HILL OLIVE OIL COMPANY","PO BOX 152","","ZAMORA","CA","95698","29250 County Road 12A","","YOLO COUNTY","CA","95695","5306811170","","","HOME OCCUPATION","5961","","","SOLE PROPRIETORSHIP","","","13287","","","","","","","(6/25/2021 10:30 AM SC)online sales/farmers markets, etc., for olive oil, balsamic vinegars, and products made from olive oil","","","","","","","","","","","","","","1","","","","","","","copperhilloliveoil@gmail.com","LONG FAM TRUST ETAL","","29250","County Road 12A","","YOLO COUNTY","CA","95695","","PARCEL","055140010","","","","","","","","","","","","SC:2106251026271725","YOLO:11021013292233425","","","MISC/OTHER","141.80000000000001","141.80000000000001","0","","0","00000000A70A80F8","2567558140","0"
"13311","Vicki's Fence Company","P.O. Box 222","","Esparto","CA","95627","35815 YOSEMITE AVE","","DAVIS","CA","95616","","","","REPAIR SERVICES","1799","","","SOLE PROPRIETORSHIP","","","13311","","","","","","","(8/18/2021 3:51 PM SC)mobile handyperson - fence/gate repair(6/13/2022 4:30 PM TG)Change from Vicki's Fence Repair to Vicki's Fence Company","Victoria Roemhild","","","","","","","","","","","","","","","","","","","","","ROGERS JOHN A","","35815","YOSEMITE AVE","","DAVIS","CA","95616","","PARCEL","037020028","","","","","","","","","","","","SC:2108180350577707","YOLO:11021013292216645","","","OTHER","141.80000000000001","141.80000000000001","0","","0","00000000AB836F80","2616141919","0"
"12478","","","","","","","16847 MICHAEL CT","","Esparto","CA","95627","","","","ANIMAL BOARDING","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DURST JAMES M & DEBORAH D","","16847","MICHAEL CT","","Esparto","CA","95627","","PARCEL","049490061","","","","","","","","","","","","SD:1703211033571291","YOLO:11021013292231644","","","","72.900000000000006","","72.900000000000006","","0","000000005BD8EA41","1292999615","0"
"12488","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SD:1704130255599077","","","","","72.900000000000006","","72.900000000000006","","0","000000005BD8FD8B","1317958007","0"
"12492","Western Pacific Mechanical Services, Inc","2275 Dale Ave.","","Sacramento","CA","95815","2275 DALE AVE.","","Sacramento","CA","95815","9164890333","9164890463","9163170168","CONTRACTOR","","","","CORPORATION","","","499059","","","","","","","","Pacific Mechanical Services, Inc.","","499059","C20 C38","9/30/18","","","","","","","","","","","","","","","","zacpms@yahoo.com","Darryl Johnson","","2275","DALE AVE.","","Sacramento","CA","95815","","","","","","","","","","","","","","","SD:1704200118465005","","","","HVAC","138.80000000000001","138.80000000000001","0","","0","000000009B0F40D1","1324291430","0"
"12494","California Dream Construction","4900 Engle Rd","","Carmichael","CA","95608","4900 Engle Road","","Carmichael,","CA","95608","9162471636","","","CONTRACTOR","","","","CORPORATION","","","","","","","","","","","CA Dream Construction","","943840","B, C10, C45, C16","2/28/2022","","","","","","","","","","","","","","","","cadreamconst@gmail.com","Amber Barger","","4900","Engle Road","","Carmichael,","CA","95608","","","","","","","","","","","","","","","SD:1704211048486198","","","","CONSTRUCTION","280.60000000000002","280.60000000000002","0","","0","000000009B0F4154","1325331532","0"
"12496","VisionCraft Builders, Inc.","375 Shadow Ridge #2","","Roseville","CA","95678","375 Shadow Ridge #2","","Roseville","CA","95678","9165001199","","","CONTRACTOR","","","","CORPORATION","","","","","","","","","","","VisionCraft Builders, Inc.","","1002615","B","04/30/2019","","","","","","","","","","","","","","","","jerry@visioncraftbuilders.com","Gerald Rothgeb","","375","Shadow Ridge #2","","Roseville","CA","95678","","","","","","","","","","","","","","","SD:1704240846037257","","","","CONSTRUCTION","260.22000000000003","260.22000000000003","0","","0","000000009B0F4219","1326456224","0"
"12501","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SD:1704260111460077","","","","","72.900000000000006","","72.900000000000006","","0","000000005BD8FAAF","1330039575","0"
"12504","Mr Diaz Landscape","504 Manzanita Dr","","Winters","CA","95694","504 Manzanita Way","","Winters","CA","95694","5309080357","","","CONTRACTOR","","","","LIMITED LIABILITY CORPORATION","","","","","","","","","","","Mr Diaz Lanscape","","892825","C-27","3-31-2019","","","","","","","","","","","","","","","","fdiaz.L@sbcglobal.net","Jose Luis Diaz","","504","Manzanita Way","","Winters","CA","95694","","","","","","","","","","","","","","","SD:1705020326034068","","","","LANDSCAPING","211.69999999999999","211.69999999999999","0","","0","000000009B0F439E","1334257474","0"
"12508","Apex Site Solutions, Inc.","9749 Kent St","","Elk Grove","CA","95624","9749 Kent St","","Elk Grove,","CA","95624","9166858619","","","CONTRACTOR","1623","","","CORPORATION","","","","","","","","","","","Apex Site Solutions","3","956144","B, C10","12/31/2020","","","","","","","","","","","","","","","","MARETTA@APEXSITESOLUTIONS.COM","Brooke Blakeslee","","9749","Kent St","","Elk Grove,","CA","95624","","","","","","","","","","","","","","","SD:1705090910098160","","","","GENERAL","329.12","329.12","0","","0","000000009B0F443F","1339542265","0"
"12509","West Coast Green Electric","5433 Broderick Ct","","Hemet","CA","92544","5433 Broderick Ct","","HEMET","CA","92544","","","","CONTRACTOR","","","","LIMITED LIABILITY CORPORATION","","","","","","","","","","","West Coast Green Electric","","994778","C-10","7/31/18","","","","","","","","","","","","","","","","","Sam Boersma","","5433","Broderick Ct","","HEMET","CA","92544","","","","","","","","","","","","","","","SD:1705111025050737","","","","ELECTRICAL","138.80000000000001","138.80000000000001","0","","0","000000009B0F4493","1341971566","0"
"12519","Sierra Foothills Construction Company","130 East Main Street","","Grass Valley","CA","95945","130 East Main St","","Grass Valley,","CA","95945","04775300","","","CONTRACTOR","","","","CORPORATION","","","504110","","","","","","","","Sierra Foothills Construction Company","","504110","B","1/31/2019","","","","","","","","","","","","","","","","wender@sfccinc.com","Keoni Allen","","130","East Main St","","Grass Valley","CA","95945","","","","","","","","","","","","","","","SD:1706061104331531","","","","GENERAL","138.80000000000001","138.80000000000001","0","","0","000000009B0F470E","1362168196","0"
"12538","Canopy Energy","6736 Vespa Ave","","Van Nuys","CA","91405","6736 Vespa Ave","","Van Nuys","CA","91405","5106835026","","","CONTRACTOR","1731","","","CORPORATION","","","1018825","","","","","","","","Canopy Energy","4","1018825","B, C46","9/28/17","","","","","","","","","","","","","","","","ana.comic@canopyenergy.com","Lior Agam","","6736","Vespa Ave","","Van Nuys","CA","91405","","","","","","","","","","","","","","","SD:1707050140580693","","","","SOLAR/PV","280.60000000000002","280.60000000000002","0","","0","000000009B0F4EA4","1386941845","0"
"12546","Bulldog Construction","5370 2nd Street","","Rocklin","CA","95677","5370 2nd Street","","Rocklin","CA","95677","","","","CONTRACTOR","","","","SOLE PROPRIETORSHIP","","","951358","","","","","","","","Bulldog Construction","","951358","B, C46","8/31/2018","","","","","","","","","","","","","","","","","Troy Viertel","","5370","2nd Street","","Rocklin","CA","95677","","","","","","","","","","","","","","","SD:1707140920346884","","","","SOLAR/PV","138.80000000000001","138.80000000000001","0","","0","000000009B10A871","1394412372","0"
"12553","Equity Watch, Inc.","8528 Blakepoint Way","","Antelope","CA","95843","8528 Blakepoint Way","","Antelope,","CA","95843","8082924014","","","CONTRACTOR","","","","CORPORATION","","","1022389","","","","","","","","Talon Energy Solutions","","1022389","C10","1/31/19","","","","","","","","","","","","","","","","joseph@blackgatesolar.com","Suzie Szijarto","","8528","Blakepoint Way","","Antelope,","CA","95843","","","","","","","","","","","","","","","SD:1707200211052756","","","","SOLAR/PV","138.80000000000001","138.80000000000001","0","","0","000000009B10A998","1399403131","0"
"12559","C&L BUILDERS","35235 CR 24","","WOODLAND","CA","95695","35235 CR 24","","Woodland","CA","95695","9078415317","","","CONTRACTOR","","","","PARTNERSHIP","","","1029627","","","","","","","(8/3/2017 4:11 PM ET)General Contracting- Construction","C&L BUILDERS","","1029627","B, C-61, D38","8/31/2019","","","","","","","","","","","","","","","","alayna@candlbuilders.com","BROWN LINCOLN T","","35235","CR 24","","Woodland","CA","95695","","PARCEL","040040021","","","","","","","","","","","","SD:1708030334111976","YOLO:11021013292219637","","","CONSTRUCTION","308.74000000000001","308.74000000000001","0","","0","000000009B10AA9B","1411393540","0"
"12566","Sunsystem Technology","2731 Citrus Road St D","","Rancho Cordova","CA","","2731 Citrus Road Ste. D","","Rancho Cordova,","CA","95742","8444778787","","","CONTRACTOR","","","","LIMITED LIABILITY CORPORATION","","","","","","","","","","","Sunsystem Technology","","1009107","B/C-46/C-10","11/30/2017","","","","","","","","","","","","","","","","AP@SSTSOLAR.COM","","","2731","Citrus Road","Ste. D","Rancho Cordova,","CA","95742","","","","","","","","","","","","","","","SD:1708161143453425","","","","SOLAR/PV","450.54000000000002","450.54000000000002","0","","0","00000000A6E16D04","1422595728","0"
"12579","Oak Plumbing","7776 Pleasant Valley Rd","","Vacaville","CA","95668","7776 Pleasant Valley Road","","Vacaville,","CA","95668","7074483567","","","CONTRACTOR","","","","LIMITED LIABILITY CORPORATION","","","1018855","","","","","","","","Oak Plumbing","","1018855","C36","09/2019","","","","","","","","","","","","","","","","","","","7776","Pleasant Valley Road","","Vacaville,","CA","95668","","","","","","","","","","","","","","","SD:1709120113026407","","","","PLUMBING","138.80000000000001","138.80000000000001","0","","0","000000009B10C58E","1447459170","0"
"12615","Total Telco Specialists, Inc.","602 W Southern Ave","","Orange","CA","92865","602 W Southern Ave","","Orange","CA","92865","7144848266","","","CONTRACTOR","","","","PARTNERSHIP","","","","","","","","","","","Total Telco Specialists, Inc.","","720587","B, C-7","8/31/2018","","","","","","","","","","","","","","","","telarsten@totaltelco.net","","","602","W Southern Ave","","Orange","CA","92865","","","","","","","","","","","","","","","SD:1710310805326123","","","","TELECOMMUNICATION","138.80000000000001","138.80000000000001","0","","0","000000009B2D57B1","1496166681","0"
"12621","ACS Roofing, Inc.","9167149660","","Elk Grove,","CA","95624","9255 Survey Road Suite #3","","Elk Grove,","CA","95624","9167149660","","","CONTRACTOR","","","","CORPORATION","","","CA","","","","","","","","ACS Roofing, Inc.","","929320","B, C39","12/31/18","","","","","","","","","","","","","","","","steve.acsroofing@gmail.com","","","9255","Survey Road Suite #3","","Elk Grove,","CA","95624","","","","","","","","","","","","","","","SD:1711150347521277","","","","ROOFING","138.80000000000001","138.80000000000001","0","","0","000000009B2D5A4B","1511728971","0"
"12641","Lindvall & Son","1250 Wards Creek","","Rogue River","OR","97537","1250 Wards Creek","","Rogue River","OR","97537","9168494475","","","CONTRACTOR","","","","CORPORATION","","","CA","","","","","","","","Lindvall & Son","","558555","B, C-29, C-53","7/31/2018","","","","","","","","","","","","","","","","lindvallandson@gmail.com","Jody Lindvall","","1250","Wards Creek","","Rogue River","OR","97537","","","","","","","","","","","","","","","SD:1801100853289959","","","","GENERAL","141.80000000000001","141.80000000000001","0","","0","000000009B2D5E15","1549950249","0"
"12647","LNL Roofing","2330 Rovalt St","","Davis","CA","95618","2330 Rovalt St","","El Macero","CA","95618","5304005817","","","CONTRACTOR","","","","SOLE PROPRIETORSHIP","","","CA","","","","","","","","LNL Roofing","","911166","B, C-39","2/28/2018","","","","","","","","","","","","","","","","louiereyes70@sbcglobal.net","Luis Reyes","","2330","Rovalt St","","Davis","CA","95618","","","","","","","","","","","","","","","SD:1801240934254315","","","","ROOFING","141.80000000000001","141.80000000000001","0","","0","000000009B2E23B4","1560392799","0"
"12651","Pacific Rooter & Plumbing","1800 DIESEL DRIVE STE 10","","Sacramento","CA","95838","1800 Diesel Drive Ste 10","","Sacramento","CA","95838","9166049500","","","CONTRACTOR","","","","CORPORATION","","","","","","","","","","","Pacific Rooter & Plumbing","","1033620","C-36","12/31/2019","","","","","","","","","","","","","","","","pacificrooterplumbing@gmail.com","","","1800","Diesel Drive","Ste 10","Sacramento","CA","95838","","","","","","","","","","","","","","","SD:1801311026301676","","","","PLUMBING","141.80000000000001","141.80000000000001","0","","0","000000009B2E6DD2","1567140694","0"
"12884","JAMES PETERSEN INDUSTRIES INC DBA ROOFS","879 F Street Suite 120-A","","WEST SACRAMENTO","CA","95605","39300 Civic Center Dr Suite 300","","Fremont","CA","94538","9169700650","","","CONTRACTOR","","","","CORPORATION","","","12884","","","","","","","","Roof 4 America","3","1050133","C39","2/28/2021","","","","","","","","","","","","","","","","rrmartinez@petersendean.com","","","39300","Civic Center Dr","Suite 300","Fremont","CA","94538","","","","","","","","","","","","","","","SD:1905071101062401","","","","ROOFING","141.80000000000001","141.80000000000001","0","","0","000000009B7655D3","2007675269","0"
"12885","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SD:1905071115232432","","","","","","","","","0","0000000077AABBFB","2007677947","0"
"12886","JAMES PETERSEN INDUSTRIES INC DBA SOLAR","879 F Street Suite 120-A","","WEST SACRAMENTO","CA","95605","39300 Civic Center Dr Suite 300","","Fremont","CA","94538","9169700650","","","CONTRACTOR","","","","CORPORATION","","","","","","","","","","","Solar 4 America","3","1050201","C46","2/28/2021","","","","","","","","","","","","","","","","rrmartinez@petersendean.com","","","39300","Civic Center Dr","Suite 300","Fremont","CA","94538","","","","","","","","","","","","","","","SD:1905071115502446","","","","SOLAR/PV","141.80000000000001","141.80000000000001","0","","0","000000009B76563A","2007678032","0"
"12840","HERCA TELECOMM SERVICES INC","18610 BECK STREET","","Perris","CA","92570","18610 Beck Street","","Perris","CA","92570","9093195764","","","CONTRACTOR","","","","CORPORATION","","","12840","","","","","","","","","","","","","","","","","","","","","","","","","","","","alfonso.castellon@hercatelecomm.com","Alfonso Castellon","","18610","Beck Street","","Perris","CA","92570","","","","","","","","","","","","","","","TG:1902140915273885","","","","","141.80000000000001","141.80000000000001","0","","0","0000000086BF6635","1937237221","0"
"12842","PROBUILDERS","7030 Drywood Way","","Orangevale","CA","95662","7030 Drywood Way","","Orangevale","CA","95662","9162250373","","","CONTRACTOR","","","","CORPORATION","","","12842","","","","","","","","PROBUILDERS","","884897","A, B, C36","07/31/2019","","","","","","","","","","","","","","","","sebastian@probuilders.com","Sebastian Swierstock","","7030","Drywood Way","","Orangevale","CA","95662","","","","","","","","","","","","","","","TG:1902191037457295","","","","","141.80000000000001","141.80000000000001","0","","0","000000009B764D7F","1941132112","0"
