BUSINESS_NO,BUS_LIC_NO,BUS_LIC_ISS,BUS_LIC_ISS_BY,BUS_LIC_EXP,BUS_LIC_EXP_BY,BUS_LIC_RENEW_NOTICE,BUS_LIC_RENEW_PAID,STATUS,STATUS_BY,TAG,CONDITIONS,LOCKID,RECORDID,LAST_INSPECTION,FEES_CHARGED,FEES_PAID,BALANCE_DUE,REFERENCE_NO,update_originator_id,update_timestamp,create_timestamp,insert_originator_id,TSstatus
10955,10955,1/5/2009 0:00,,1/31/2022 0:00,ET,,,EXPIRED,KAP,1,,,YOLO:1102020742221421,,825.76,825.76,0,,0,00000000B48095A8,,,
10956,10956,1/6/2009 0:00,,1/31/2015 0:00,EN,,,INACTIVE,CS,,,,YOLO:1102020742221422,,608.4,473.5,134.9,,0,00000000377F025B,,,
10959,10959,1/7/2009 0:00,,1/31/2010 0:00,,,,INACTIVE,CS,,,,YOLO:1102020742221425,,0,0,0,,0,00000000377F025E,,,
10960,10960,1/7/2009 0:00,,1/31/2010 0:00,,,,INACTIVE,CS,,,,YOLO:1102020742221426,,0,0,0,,0,00000000377F025F,,,
10961,10961,12/19/2008 0:00,,1/31/2010 0:00,,,,INACTIVE,CS,,,,YOLO:1102020742221427,,0,0,0,,0,00000000377F0260,,,
10962,10962,1/20/2009 0:00,,1/31/2015 0:00,KAP,,,INACTIVE,CS,,,,YOLO:1102020742221428,,397.6,397.6,0,,0,00000000377F0261,,,
10964,10964,1/21/2009 0:00,,1/31/2010 0:00,,,,INACTIVE,CS,,,,YOLO:1102020742221430,,0,0,0,,0,00000000377F0262,,,
10965,10965,1/22/2009 0:00,,1/31/2010 0:00,,,,INACTIVE,CS,,Must comply with Yolo Co. Code Section 8-2.251 for Home Occ. ,,YOLO:1102020742221431,,0,0,0,,0,00000000377F0263,,,
10966,10966,1/23/2009 0:00,,1/31/2010 0:00,,,,INACTIVE,CS,,,,YOLO:1102020742221432,,0,0,0,,0,00000000377F0264,,,
10967,10967,1/6/2009 0:00,,1/31/2016 0:00,KAP,,,EXPIRED,CS,,,,YOLO:1102020742221433,,405.6,405.6,0,,0,00000000B48095A9,,,
10968,10968,1/6/2009 0:00,,1/31/2011 0:00,,,,INACTIVE,CS,,,,YOLO:1102020742221434,,127,127,0,,0,00000000377F0265,,,
10969,10969,1/29/2009 0:00,,1/31/2010 0:00,,,,INACTIVE,CS,,,,YOLO:1102020742221435,,0,0,0,,0,00000000377F0266,,,
1097,1097,8/2/1994 0:00,,1/31/1996 0:00,,,,INACTIVE,CS,,,,YOLO:1102020742221973,,0,0,0,,0,00000000377F0267,,,
10970,10970,2/3/2009 0:00,,1/31/2010 0:00,,,,INACTIVE,CS,,Must maintain a valid health permit during food sales.,,YOLO:1102020742221436,,127,127,0,,0,0000000085F04A5A,,,
10971,10971,2/3/2009 0:00,,1/31/2011 0:00,,,,INACTIVE,CS,,,,YOLO:1102020742221437,,0,0,0,,0,00000000377F0269,,,
10973,10973,2/6/2009 0:00,,1/31/2010 0:00,,,,INACTIVE,CS,,,,YOLO:1102020742221439,,0,0,0,,0,00000000377F026A,,,
10974,10974,2/12/2009 0:00,,1/31/2011 0:00,,,,INACTIVE,CS,,Must comply with Yolo County Code Sec. 8-2.251 for Home Occupation. ,,YOLO:1102020742221440,,127,127,0,,0,00000000377F026B,,,
10975,10975,2/17/2009 0:00,,1/31/2010 0:00,,,,INACTIVE,CS,,,,YOLO:1102020742221441,,0,0,0,,0,00000000377F026C,,,
10977,10977,2/25/2009 0:00,,1/31/2010 0:00,,,,INACTIVE,CS,,,,YOLO:1102020742221443,,127,127,0,,0,00000000377F026D,,,
10978,10978,3/17/2009 0:00,,1/31/2014 0:00,KAP,,,INACTIVE,CS,,Must comply with Yolo County Code Sec. 8-2.251 for Home Occupation.,,YOLO:1102020742221444,,722.5,587.6,134.9,,0,93439473,,,
10979,10979,2/27/2009 0:00,,1/31/2014 0:00,,,,INACTIVE,CS,,,,YOLO:1102020742221445,,404.6,334.7,69.9,,0,00000000377F026F,,,
10980,10980,3/9/2009 0:00,,1/31/2010 0:00,,,,INACTIVE,CS,,,,YOLO:1102020742221446,,127,127,0,,0,00000000576F5CFA,,,
10983,10983,3/9/2009 0:00,,1/31/2010 0:00,,,,INACTIVE,CS,,,,YOLO:1102020742221449,,127,127,0,,0,000000005761574E,,,
10984,10984,3/9/2009 0:00,,1/31/2011 0:00,,,,INACTIVE,CS,,,,YOLO:1102020742221450,,127,127,0,,0,00000000377F0272,,,
10985,10985,3/17/2009 0:00,,1/31/2012 0:00,,,,INACTIVE,CS,,Must Comply with Yolo County Code Section 8-2.251 for Home Occupation.,,YOLO:1102020742221451,,127,127,0,,0,00000000377F0273,,,
10986,10986,3/12/2009 0:00,,1/31/2022 0:00,ET,,,EXPIRED,ET,1,,,YOLO:1102020742221452,,963.56,963.56,0,,0,00000000B48095AA,,,
10987,10987,3/18/2009 0:00,,1/31/2013 0:00,AT,,,INACTIVE,CS,,Must Comply with Yolo County Code Sec. 8-2.251 for Home Occupation.,,YOLO:1102020742221453,,589.1,519.2,69.9,,0,00000000377F0274,,,
10988,10988,3/19/2009 0:00,,1/31/2010 0:00,,,,INACTIVE,CS,,Must comply with Yolo County Code Section 8-2.251 for Home Occupation. ,,YOLO:1102020742221454,,127,127,0,,0,000000009BB23991,,,
10989,10989,3/23/2009 0:00,,1/31/2015 0:00,EN,,,INACTIVE,CS,,No storage of construction equipment on site. Must comply with Yolo County Code Sec. 8-2.251 for Home Occupation.,,YOLO:1102020742221455,,586,451.1,134.9,,0,00000000538F99D5,,,
10991,10991,3/27/2009 0:00,,1/31/2010 0:00,,,,INACTIVE,CS,,,,YOLO:1102020742221457,,127,127,0,,0,00000000377F0278,,,
10992,10992,3/31/2009 0:00,,1/31/2010 0:00,,,,INACTIVE,CS,,,,YOLO:1102020742221458,,127,127,0,,0,47071526,,,
10993,10993,4/1/2009 0:00,,1/31/2011 0:00,,,,INACTIVE,CS,,Must comply with Yolo County Section 8-2.251 for Home Occupation.,,YOLO:1102020742221459,,127,127,0,,0,00000000377F027A,,,
10994,10994,4/2/2009 0:00,,1/31/2017 0:00,KAP,,,EXPIRED,KAP,1,,,YOLO:1102020742221460,,600.7,600.7,0,,0,00000000B48095AB,,,
10997,10997,4/13/2009 0:00,,1/31/2010 0:00,,,,INACTIVE,CS,,,,YOLO:1102020742221463,,127,127,0,,0,0000000098E7CCB0,,,
10998,10998,4/14/2009 0:00,,1/31/2013 0:00,AY,,,INACTIVE,CS,,,,YOLO:1102020742221464,,334.7,264.8,69.9,,0,00000000377F027D,,,
10999,10999,4/16/2009 0:00,,1/31/2017 0:00,EPRS,,,EXPIRED,EPRS,1,Must comply with Yolo County Code Sec. 8-2.251 for Home Occupation.,,YOLO:1102020742221465,,791.9,791.9,0,,0,00000000B48095AC,,,
1100,1100,11/1/1994 0:00,,1/31/2014 0:00,KAP,,,INACTIVE,CS,,Must Comply with Yolo Co. Sec. 8-2.251 for Home Occ.,,YOLO:110202074222455,,469.6,334.7,134.9,,0,57615754,,,
11000,11000,4/20/2009 0:00,,1/31/2014 0:00,KAP,,,INACTIVE,CS,,Must comply with Yolo County Code Section 8-2.251 for Home Occupation.,,YOLO:1102020742221466,,596.8,461.9,134.9,,0,000000003C4BF786,,,
11001,11001,4/20/2009 0:00,,1/31/2010 0:00,,,,INACTIVE,CS,,Must Comply with Yolo County Code Section 8-2.251 for Home Occupation.,,YOLO:1102020742221467,,127,127,0,,0,00000000377F0280,,,
11002,11002,4/21/2009 0:00,,1/31/2010 0:00,,,,INACTIVE,CS,,,,YOLO:1102020742221468,,127,127,0,,0,00000000576157BE,,,
11004,11004,5/4/2009 0:00,,1/31/2010 0:00,,,,INACTIVE,CS,,Must comply with Yolo County Code Section 8-2.251 for Home Occupation.,,YOLO:1102020742221470,,127,127,0,,0,00000000377F0282,,,
11006,11006,5/5/2009 0:00,,1/31/2011 0:00,,,,INACTIVE,CS,,Must comply with State Law Sec. 7048 for Unlicensed Contractors. No job to exceed $500.,,YOLO:1102020742221472,,127,127,0,,0,00000000377F0283,,,
11007,11007,5/5/2009 0:00,,1/31/2011 0:00,,,,INACTIVE,CS,,,,YOLO:1102020742221473,,190.5,190.5,0,,0,00000000377F0284,,,
11008,11008,5/5/2009 0:00,,1/31/2010 0:00,,,,INACTIVE,CS,,,,YOLO:1102020742221474,,127,127,0,,0,00000000576157DB,,,
1101,1101,11/14/1994 0:00,,1/31/2003 0:00,ET,,,INACTIVE,JCL,1,,,YOLO:110202074222447,,60,60,0,,0,00000000B4A49AC4,,,
11010,11010,5/13/2009 0:00,,1/31/2011 0:00,,,,INACTIVE,CS,,Must comply with Yolo County Section 8-2.251 for Home Occupation.,,YOLO:1102020742221476,,190.5,190.5,0,,0,00000000377F0288,,,
11011,11011,5/15/2009 0:00,,1/31/2010 0:00,,,,INACTIVE,CS,,,,YOLO:1102020742221477,,127,127,0,,0,000000005EC29A56,,,
11013,11013,5/19/2009 0:00,,1/31/2010 0:00,,,,INACTIVE,CS,,,,YOLO:1102020742221479,,127,127,0,,0,0000000057591AAE,,,
11014,11014,5/26/2009 0:00,,1/31/2020 0:00,JDT,,,EXPIRED,JDT,1,Must comply with Yolo County code section 8-2.251 for home occupation.,,YOLO:1102020742221480,,821,821,0,,0,00000000B48095AD,,,
11015,11015,5/27/2009 0:00,,1/31/2010 0:00,,,,INACTIVE,CS,,Must comply with ZF 2009-09.,,YOLO:1102020742221481,,127,127,0,,0,00000000377F028C,,,
11016,11016,5/29/2009 0:00,,1/31/2010 0:00,,,,INACTIVE,CS,,,,YOLO:1102020742221482,,0,0,0,,0,00000000377F028D,,,
11017,11017,6/1/2009 0:00,,1/31/2010 0:00,,,,INACTIVE,CS,,,,YOLO:1102020742221483,,0,0,0,,0,00000000377F028E,,,
11018,11018,6/3/2009 0:00,,1/31/2011 0:00,,,,INACTIVE,CS,,Must comply with Yolo County Code Sec. 8-2.251 for Home Occupation.,,YOLO:1102020742221484,,127,127,0,,0,00000000377F028F,,,
11020,11020,6/9/2009 0:00,,1/31/2010 0:00,,,,INACTIVE,CS,,,,YOLO:1102020742221486,,0,0,0,,0,00000000377F0290,,,
11021,11021,6/10/2009 0:00,,1/31/2014 0:00,KAP,,,INACTIVE,CS,,,,YOLO:1102020742221487,,596.8,461.9,134.9,,0,0000000091E551E2,,,
11022,11022,6/10/2009 0:00,,1/31/2010 0:00,,,,INACTIVE,CS,,,,YOLO:1102020742221488,,127,127,0,,0,00000000576158DF,,,
11023,11023,6/12/2009 0:00,,1/31/2011 0:00,,,,INACTIVE,CS,,"No employees on site. Any electrical, plumbing or mechanical must be permitted by Yolo County Building Division.",,YOLO:1102020742221489,,127,127,0,,0,00000000377F0293,,,
11024,11024,6/12/2009 0:00,,1/31/2011 0:00,,,,INACTIVE,CS,,Must comply with Yolo County Code Section 8-2.251 for Home Occupation.,,YOLO:1102020742221490,,127,127,0,,0,00000000377F0294,,,
11026,11026,6/12/2009 0:00,,1/31/2010 0:00,,,,INACTIVE,CS,,,,YOLO:1102020742221492,,0,0,0,,0,00000000377F0295,,,
11028,11028,6/23/2009 0:00,,1/31/2011 0:00,,,,INACTIVE,CS,,Must comply with Yolo County code section 8-2.251 for Home Occupation.,,YOLO:1102020742221494,,201.06,201.06,0,,0,00000000377F0296,,,
11029,11029,6/19/2009 0:00,,1/31/2011 0:00,,,,INACTIVE,CS,,Must comply with Planning and Environmental Health Conditions (see attached). ,,YOLO:1102020742221495,,201.06,201.06,0,,0,00000000576FAD01,,,
11031,11031,6/24/2009 0:00,,1/31/2011 0:00,,,,INACTIVE,CS,,Must Comply with Yolo County Code Sec. 8-2.251 for Home Occupation.,,YOLO:1102020742221497,,201.06,201.06,0,,0,00000000377F0299,,,
11032,11032,6/25/2009 0:00,,1/31/2011 0:00,,,,INACTIVE,CS,,,,YOLO:1102020742221498,,201.06,201.06,0,,0,00000000377F029A,,,
11033,11033,6/26/2009 0:00,,1/31/2011 0:00,,,,INACTIVE,CS,,"Must comply with Yolo County Site Plan Conditions of Approval, see attatched Zone file #2009-023.",,YOLO:1102020742221499,,127,127,0,,0,00000000377F029B,,,
11035,11035,6/30/2009 0:00,,1/31/2011 0:00,,,,INACTIVE,CS,,,,YOLO:1102020742221501,,127,127,0,,0,00000000377F029C,,,
11036,11036,7/1/2009 0:00,,1/31/2013 0:00,,,,INACTIVE,CS,,,,YOLO:1102020742221502,,398.18,328.28,69.9,,0,00000000377F029D,,,
11037,11037,7/2/2009 0:00,,1/31/2010 0:00,,,,INACTIVE,CS,,,,YOLO:1102020742221503,,127,127,0,,0,000000005B0EA0FE,,,
11038,11038,7/8/2009 0:00,,1/31/2010 0:00,,,,INACTIVE,CS,,,,YOLO:1102020742221504,,127,127,0,,0,00000000377F029F,,,
11040,11040,7/21/2009 0:00,,1/31/2010 0:00,,,,INACTIVE,CS,,,,YOLO:1102020742221506,,127,127,0,,0,000000005761590E,,,
11041,11041,7/21/2009 0:00,,1/31/2010 0:00,,,,INACTIVE,CS,,Must comply with Yolo County Code Section 8-2.251 for Home Occupation. ,,YOLO:1102020742221507,,0,0,0,,0,00000000377F02A1,,,
11042,11042,7/21/2009 0:00,,1/31/2010 0:00,,,,INACTIVE,CS,,,,YOLO:1102020742221508,,127,127,0,,0,57615931,,,
11043,11043,7/28/2009 0:00,,1/31/2012 0:00,AT,,,INACTIVE,CS,,,,YOLO:1102020742221509,,254.2,254.2,0,,0,00000000377F02A3,,,
11044,11044,7/29/2009 0:00,,1/31/2015 0:00,EN,,,INACTIVE,CS,,,,YOLO:1102020742221510,,260.38,260.38,0,,0,00000000377F02A4,,,
11045,11045,7/23/2009 0:00,,1/31/2011 0:00,,,,INACTIVE,CS,,,,YOLO:1102020742221511,,190.48,190.48,0,,0,00000000377F02A5,,,
11046,11046,7/29/2009 0:00,,1/31/2011 0:00,,,,INACTIVE,CS,,Must comply with Yolo County Code Section 8-2.251 for Home Occupation .,,YOLO:1102020742221512,,190.48,190.48,0,,0,00000000377F02A6,,,
11047,11047,7/30/2009 0:00,,1/31/2010 0:00,,,,INACTIVE,CS,,,,YOLO:1102020742221513,,0,0,0,,0,00000000377F02A7,,,
11048,11048,8/4/2009 0:00,,1/31/2010 0:00,,,,INACTIVE,CS,,,,YOLO:1102020742221514,,0,0,0,,0,00000000377F02A8,,,
11049,11049,8/5/2009 0:00,,1/31/2016 0:00,AY,,,EXPIRED,CS,,,,YOLO:1102020742221515,,335.7,265.8,69.9,,0,00000000B48095AE,,,
11050,11050,8/5/2009 0:00,,1/31/2011 0:00,,,,INACTIVE,CS,,,,YOLO:1102020742221516,,127,127,0,,0,00000000377F02A9,,,
11051,11051,8/5/2009 0:00,,1/31/2011 0:00,,,,INACTIVE,CS,,,,YOLO:1102020742221517,,179.9,179.9,0,,0,00000000377F02AA,,,
11052,11052,8/12/2009 0:00,,1/31/2011 0:00,,,,INACTIVE,CS,,Must comply with Yolo County Code Section 8-2.251 for Home Occupation. ,,YOLO:1102020742221518,,190.5,190.5,0,,0,00000000377F02AB,,,
11053,11053,8/6/2009 0:00,,1/31/2011 0:00,,,,INACTIVE,CS,,,,YOLO:1102020742221519,,127,127,0,,0,00000000377F02AC,,,
11054,11054,8/21/2009 0:00,,1/31/2012 0:00,,,,INACTIVE,CS,,Must comply with Yolo County Code Section 8-2.251 for Home Occupation. ,,YOLO:1102020742221520,,190.5,190.5,0,,0,00000000377F02AD,,,
11055,11055,8/7/2009 0:00,,1/31/2012 0:00,,,,INACTIVE,CS,,Must comply with Yolo County Code Section 8-2.251 for Home Occupation. ,,YOLO:1102020742221521,,179.9,179.9,0,,0,00000000377F02AE,,,
11056,11056,8/7/2009 0:00,,1/31/2011 0:00,,,,INACTIVE,CS,,Must comply with Yolo County Code Section 8-2.251 for Home Occupation. ,,YOLO:1102020742221522,,179.9,179.9,0,,0,00000000377F02AF,,,
11057,11057,8/10/2009 0:00,,1/31/2011 0:00,,,,INACTIVE,CS,,,,YOLO:1102020742221523,,179.9,179.9,0,,0,00000000377F02B0,,,
11058,11058,8/21/2009 0:00,,1/31/2011 0:00,,,,INACTIVE,CS,,,,YOLO:1102020742221524,,127,127,0,,0,00000000377F02B1,,,
11059,11059,8/13/2009 0:00,,1/31/2020 0:00,KAP,,,EXPIRED,KAP,1,,,YOLO:1102020742221525,,735.72,735.72,0,,0,00000000B48095AF,,,
11060,11060,8/20/2009 0:00,,1/31/2011 0:00,,,,INACTIVE,CS,,,,YOLO:1102020742221526,,179.9,179.9,0,,0,00000000377F02B2,,,
11061,11061,8/21/2009 0:00,,1/31/2010 0:00,,,,INACTIVE,CS,,,,YOLO:1102020742221527,,127,127,0,,0,000000004196C527,,,
11062,11062,9/10/2010 0:00,AT,1/31/2020 0:00,JGM,,,EXPIRED,JGM,1,Must comply with CA Worker Compensation and Contractor Licensing requirements.,,YOLO:1102020742221528,,589.4,589.4,0,,0,00000000B48095B0,,,
11063,11063,8/21/2009 0:00,,1/31/2022 0:00,KAP,,,EXPIRED,KAP,1,,,YOLO:1102020742221529,,894.66,894.66,0,,0,00000000B48095B1,,,
11064,11064,8/27/2009 0:00,,1/31/2011 0:00,,,,INACTIVE,CS,,Must comply with State Law Sec. 7048 for unlicensed contractors. No job to exceed $500.,,YOLO:1102020742221530,,179.9,179.9,0,,0,00000000377F02B5,,,
11065,11065,9/2/2009 0:00,,1/31/2014 0:00,KAP,,,INACTIVE,CS,,,,YOLO:1102020742221531,,461.9,461.9,0,,0,00000000377F02B6,,,
11066,11066,9/1/2009 0:00,,1/31/2011 0:00,,,,INACTIVE,CS,,Must Comply with Yolo Co. Code Sec. 8-2.251 for Home Occupation.,,YOLO:1102020742221532,,169.32,169.32,0,,0,00000000377F02B7,,,
11067,11067,9/3/2009 0:00,,1/31/2019 0:00,ET,,,EXPIRED,ET,1,Must comply with Yolo Co. Code Sec. 8-2.251 for home occupation.,,YOLO:1102020742221533,,680.2,680.2,0,,0,00000000B48095B2,,,
11068,11068,9/9/2009 0:00,,1/31/2010 0:00,,,,INACTIVE,CS,,,,YOLO:1102020742221534,,0,0,0,,0,00000000377F02B8,,,
11069,11069,9/10/2009 0:00,,1/31/2010 0:00,,,,INACTIVE,CS,,,,YOLO:1102020742221535,,0,0,0,,0,00000000377F02B9,,,
11070,11070,9/10/2009 0:00,,1/31/2012 0:00,,,,INACTIVE,CS,,,,YOLO:1102020742221536,,190.5,190.5,0,,0,00000000377F02BA,,,
11073,11073,9/16/2009 0:00,,1/31/2010 0:00,,,,INACTIVE,CS,,,,YOLO:1102020742221539,,0,0,0,,0,00000000377F02BC,,,
11074,11074,9/17/2009 0:00,,1/31/2013 0:00,AT,,,INACTIVE,CS,,,,YOLO:1102020742221540,,404.5,334.6,69.9,,0,00000000377F02BD,,,
11075,11075,9/21/2009 0:00,,1/31/2010 0:00,,,,INACTIVE,CS,,,,YOLO:1102020742221541,,127,127,0,,0,0000000084F57AD1,,,
11076,11076,9/25/2009 0:00,,1/31/2013 0:00,,,,INACTIVE,CS,,Must comply with County Code Section 8-2.251 for Home Occupation. ,,YOLO:1102020742221542,,377.02,307.12,69.9,,0,00000000377F02BF,,,
11077,11077,9/17/2009 0:00,,1/31/2020 0:00,KAP,,,EXPIRED,KAP,1,,,YOLO:1102020742221543,,768.72,768.72,0,,0,00000000B48095B3,,,
11078,11078,9/22/2009 0:00,,1/31/2013 0:00,,,,INACTIVE,CS,,,,YOLO:1102020742221544,,327.7,257.8,69.9,,0,00000000377F02C0,,,
11079,11079,9/22/2009 0:00,,1/31/2016 0:00,NS,,,EXPIRED,CS,,,,YOLO:1102020742221545,,537.4,467.5,69.9,,0,00000000B48095B4,,,
11080,11080,9/23/2009 0:00,,1/31/2015 0:00,KAP,,,INACTIVE,CS,,,,YOLO:1102020742221546,,585.72,446.92,138.8,,0,000000005C3C1C62,,,
11081,11081,9/23/2009 0:00,,1/31/2010 0:00,,,,INACTIVE,CS,,,,YOLO:1102020742221547,,127,127,0,,0,57619633,,,
11082,11082,9/30/2009 0:00,,1/31/2010 0:00,,,,INACTIVE,CS,,,,YOLO:1102020742221548,,127,127,0,,0,57619648,,,
11083,11083,3/12/2012 0:00,KAP,1/31/2016 0:00,RMT,,,EXPIRED,KAP,,,,YOLO:1102020742221549,,537.4,467.5,69.9,,0,00000000B48095B5,,,
11084,11084,9/24/2009 0:00,,1/31/2011 0:00,,,,INACTIVE,CS,,,,YOLO:1102020742221550,,169.32,169.32,0,,0,00000000377F02C4,,,
11085,11085,9/29/2009 0:00,,1/31/2011 0:00,,,,INACTIVE,CS,,,,YOLO:1102020742221551,,169.32,169.32,0,,0,00000000377F02C5,,,
11086,11086,7/13/2015 0:00,JGM,1/31/2022 0:00,EPRS,,,EXPIRED,TG,1,,,YOLO:1102020742221552,,498.44,498.44,0,,0,00000000B48095B6,,,
11088,11088,10/1/2009 0:00,,1/31/2011 0:00,,,,INACTIVE,CS,,Applicant to maintain at least 3 parking stalls for customers,,YOLO:1102020742221553,,334.14,334.14,0,,0,00000000377F02C6,,,
1109,1109,8/23/1995 0:00,,1/31/2007 0:00,,,,INACTIVE,CS,,,,YOLO:110202074222389,,0,0,0,,0,00000000377F02C7,,,
11090,11090,10/2/2009 0:00,,1/31/2011 0:00,,,,INACTIVE,CS,,,,YOLO:1102020742221555,,0,0,0,,0,00000000377F02C8,,,
11091,11091,10/6/2009 0:00,,1/31/2018 0:00,ET,,,EXPIRED,KAP,1,,,YOLO:1102020742221556,,543.4,543.4,0,,0,00000000B48095B7,,,
11092,11092,6/1/2016 0:00,JGM,1/31/2017 0:00,JGM,,,EXPIRED,JGM,1,,,YOLO:1102020742221557,,297.54,297.54,0,,0,00000000B48095B8,,,
11093,11093,10/8/2009 0:00,,1/31/2011 0:00,,,,INACTIVE,CS,,,,YOLO:1102020742221558,,120,120,0,,0,00000000377F02CA,,,
11094,11094,10/9/2009 0:00,,1/31/2014 0:00,KAP,,,INACTIVE,CS,,,,YOLO:1102020742221559,,366.44,366.44,0,,0,00000000377F02CB,,,
11095,11095,10/9/2009 0:00,,1/31/2011 0:00,,,,INACTIVE,CS,,,,YOLO:1102020742221560,,158.74,158.74,0,,0,00000000377F02CC,,,
11096,11096,10/15/2009 0:00,,1/31/2019 0:00,AME,,,EXPIRED,ET,1,,,YOLO:1102020742221561,,787.84,787.84,0,,0,00000000B48095B9,,,
11097,11097,10/15/2009 0:00,,1/31/2010 0:00,,,,INACTIVE,CS,,,,YOLO:1102020742221562,,127,127,0,,0,00000000377F02CD,,,
11098,11098,10/20/2009 0:00,,1/31/2011 0:00,,,,INACTIVE,CS,,,,YOLO:1102020742221563,,127,127,0,,0,00000000377F02CE,,,
11099,11099,10/21/2009 0:00,,1/31/2013 0:00,CS,,,INACTIVE,CS,,"Must comply with Yolo County Code Sec. 8-2.251 for Home Occupation. No more than one customer per hour, per Yolo County Planning Department.",,YOLO:1102020742221564,,366.44,296.54,69.9,,0,00000000377F02CF,,,
1110,1110,10/4/1995 0:00,,1/31/2011 0:00,,,,INACTIVE,CS,,,,YOLO:1102020742221878,,127,127,0,,0,00000000377F02D0,,,
11102,11102,10/22/2009 0:00,,1/31/2011 0:00,,,,INACTIVE,CS,,"Per Planning Division, sales office limited to 10% of truck/car repair.Per Public Works, all access will NOT be off of CR99W. No driveway approach required. ",,YOLO:1102020742221567,,302.4,302.4,0,,0,00000000377F02D1,,,
11104,11104,10/27/2009 0:00,,1/31/2011 0:00,,,,INACTIVE,CS,,,,YOLO:1102020742221569,,158.74,158.74,0,,0,00000000377F02D3,,,
11105,11105,10/28/2009 0:00,,1/31/2011 0:00,,,,INACTIVE,CS,,,,YOLO:1102020742221570,,158.74,158.74,0,,0,00000000377F02D4,,,
11106,11106,10/29/2009 0:00,,1/31/2011 0:00,,,,INACTIVE,CS,,Must comply with Yolo County Code Sec.8-2.251 for Home Occupation.,,YOLO:1102020742221571,,158.74,158.74,0,,0,00000000377F02D5,,,
11107,11107,11/3/2009 0:00,,1/31/2011 0:00,,,,INACTIVE,CS,,,,YOLO:1102020742221572,,148.16,148.16,0,,0,00000000377F02D6,,,
11109,11109,11/2/2009 0:00,,1/31/2013 0:00,AY,,,INACTIVE,CS,,,,YOLO:1102020742221574,,327.7,257.8,69.9,,0,00000000377F02D7,,,
11110,11110,11/6/2009 0:00,,1/31/2021 0:00,ANE,,,EXPIRED,ANE,1,Must comply with Yolo County Code Section 8-2.251 for Home Occupation.,,YOLO:1102020742221575,,822,822,0,,0,00000000B48095BA,,,
11111,11111,11/10/2009 0:00,,1/31/2010 0:00,,,,INACTIVE,CS,,,,YOLO:1102020742221576,,127,127,0,,0,00000000576196B8,,,
11112,11112,11/12/2009 0:00,,1/31/2011 0:00,,,,INACTIVE,CS,,,,YOLO:1102020742221577,,0,0,0,,0,00000000377F02D9,,,
11113,11113,11/12/2009 0:00,,1/31/2011 0:00,,,,INACTIVE,CS,,Other owners/partners on file.,,YOLO:1102020742221578,,148.16,148.16,0,,0,00000000377F02DA,,,
11114,11114,11/16/2009 0:00,,1/31/2014 0:00,KAP,,,INACTIVE,CS,,,,YOLO:1102020742221579,,483.06,483.06,0,,0,00000000377F02DB,,,
11115,11115,11/17/2009 0:00,,1/31/2011 0:00,,,,INACTIVE,CS,,Must comply with Yolo County Code Sec.8-2.251 for Home Occupancy.,,YOLO:1102020742221580,,148.16,148.16,0,,0,00000000377F02DC,,,
11116,11116,11/18/2009 0:00,,1/31/2011 0:00,,,,INACTIVE,CS,,Other owners/partners on file,,YOLO:1102020742221581,,148.16,148.16,0,,0,00000000377F02DD,,,
11118,11118,11/19/2009 0:00,,1/31/2012 0:00,,,,INACTIVE,CS,,,,YOLO:1102020742221583,,120,120,0,,0,00000000377F02DE,,,
11120,11120,11/20/2009 0:00,,1/31/2015 0:00,KAP,,,INACTIVE,CS,,,,YOLO:1102020742221585,,552.96,552.96,0,,0,00000000377F02DF,,,
11121,11121,11/30/2009 0:00,,1/31/2014 0:00,KAP,,,INACTIVE,CS,,MUST COMPLY WITH STATE WORKER COMPENSATION AND CSLB REGULATIONS,,YOLO:1102020742221586,,327.7,327.7,0,,0,00000000377F02E0,,,
11122,11122,12/1/2009 0:00,,1/31/2016 0:00,KAP,,,EXPIRED,KAP,,,,YOLO:1102020742221587,,346.28,276.38,69.9,,0,00000000B48095BB,,,
11124,11124,12/2/2009 0:00,,1/31/2017 0:00,JGM,,,EXPIRED,JGM,1,,,YOLO:1102020742221589,,415.18,415.18,0,,0,00000000B48095BC,,,
11125,11125,12/3/2009 0:00,,1/31/2011 0:00,,,,INACTIVE,CS,,,,YOLO:1102020742221590,,0,0,0,,0,00000000377F02E3,,,
11126,11126,12/8/2009 0:00,,1/31/2019 0:00,ANE,,,EXPIRED,AY,1,,,YOLO:1102020742221591,,395.8,395.8,0,,0,00000000B48095BD,,,
11128,11128,12/9/2009 0:00,,1/31/2011 0:00,,,,INACTIVE,CS,,,,YOLO:1102020742221593,,0,0,0,,0,00000000377F02E5,,,
11129,11129,12/10/2009 0:00,,1/31/2015 0:00,EN,,,INACTIVE,CS,,,,YOLO:1102020742221594,,276.38,276.38,0,,0,00000000377F02E6,,,
11130,11130,12/15/2009 0:00,,1/31/2011 0:00,,,,INACTIVE,CS,,,,YOLO:1102020742221595,,0,0,0,,0,00000000377F02E7,,,
11131,11131,12/15/2009 0:00,,1/31/2011 0:00,,,,INACTIVE,CS,,,,YOLO:1102020742221596,,0,0,0,,0,00000000377F02E8,,,
11132,11132,12/17/2009 0:00,,1/31/2014 0:00,NS,,,INACTIVE,CS,,,,YOLO:1102020742221597,,327.7,327.7,0,,0,00000000377F02E9,,,
