CASE_NO,REMARKS,InspectionType,INSPECTOR,SCHEDULED_DATE,SCHEDULED_TIME,COMPLETED_DATE,COMPLETED_TIME,DURATION,RESULT,NOTES,LOCKID,RECORDID,DURATION_EST,CREATED_DATE,CREATED_TIME,CREATED_BY,SEQID,CAPOVERRIDE,update_originator_id,update_timestamp,create_timestamp,exID,PathURL,PathURLDateAdded,insert_originator_id
CE2022-0036,Shop updated w/out permit,SITE VISIT,DBK,10/13/2022 0:00,8:30,10/13/2022 0:00,,,VIOLATION CONFIRMED,"(10/17/2022 10:45 AM DBK)With the owner, Pablo, I conducted an inspection. The shop now has a kitchen (with 220 electric stove and sink), living area, walls to create bedroom/office area and an updated bathroom. It is believed the bathroom was already part of the original shop but a ne shower, toilet and vanity were installed. The living area is set up as a game room, the bedroom/office is set up as an office. All new exterior siding and new roof. Pablo was advised he'd need permits for all of the upgrades. I advised him he may not be able to keep the stove. See photos.(10/17/2022 10:48 AM DBK)**Sheetrock is also new.",,DBK:2210171035111040,,10/17/2022 0:00,10:35,DBK,,,0,00000000B2014BEC,2986426963,,,,0
CE2022-0048,Violation confirmed,VERIFY VIOLATION,DBK,10/20/2022 0:00,,10/20/2022 0:00,,,STOP WORK NOTICE,"(10/21/2022 2:10 PM DBK)I went to the property and met the ne owner, Luis Montes. (510)812-8435. He stated he rcently purchased the property. There is fencing around approx. half of an acre that he is using to store ag. equipment. There are three chipping containers connected by two roofs. I issued a Stop Work order and advised him to contact the Building Division to obtain a permit, if allowed.",,DBK:2210210208256623,,10/21/2022 0:00,14:08,DBK,,,0,00000000B27D910C,2994573319,,,,0
CE2022-0049,OBSERVED FROM ROADWAY,VERIFY VIOLATION,DBK,10/21/2022 0:00,,10/21/2022 0:00,,,VIOLATION CONFIRMED,(10/21/2022 2:28 PM DBK)While driving by the proprty I observed 3 containers with 2 large roofs in between them.,,DBK:2210210227526699,,10/21/2022 0:00,14:27,DBK,,,0,00000000B27DA339,2994578068,,,,0
CE2022-0029,Violation continues- trash remains,SITE VISIT,DBK,10/20/2022 0:00,,10/20/2022 0:00,,,FAILED,,,DBK:2210210311296833,,10/21/2022 0:00,15:11,DBK,,,0,00000000B27DC228,2994585174,,,,0
CE2022-0047,,SITE VISIT,DBK,10/18/2022 0:00,14:00,10/18/2022 0:00,14:00,,VIOLATION CONFIRMED,,,DBK:2210210855135979,,10/21/2022 0:00,8:55,DBK,,,0,00000000B273EEDB,2993942233,,,,0
CE2022-0046,,SITE VISIT,DBK,9/6/2022 0:00,,9/6/2022 0:00,,,VIOLATION CONFIRMED,,,DBK:2211011153575912,,11/1/2022 0:00,11:53,DBK,,,0,00000000B2F20E4A,3002207816,,,,0
CE2022-0017,UNABLE TO VERIFY,SITE VISIT,DBK,3/17/2022 0:00,,,,,,,,DBK:2211090209043504,,11/9/2022 0:00,14:09,DBK,,,0,00000000B3665FD1,3009805873,,,,0
CE2022-0050,No water to 3 dwellings/unpermitted elec,SITE VISIT,DBK,11/15/2022 0:00,,11/15/2022 0:00,11:00,,VIOLATION CONFIRMED,"(11/15/2022 3:19 PM DBK)I conducted an inspection at the request of tenant Henry Johnson. Johnson rented one of the 3 homes on the parcel known as <Quote>6555 CR 47<Quote>. The house is in bad repair with weather damaged exterior, un-permitted/unfinished plumbing to the bathroom and no water service. According to Johnson, the 3 dwellings are unoccupied due to the lack of water service.(11/15/2022 3:22 PM DBK)I placed limited entry yellow tags on all 3 dwellings, and a Notice to Comply for the un-permitted electrical at the well on the front door of the dwelling Johnson identified as the <Quote>owner's<Quote>, although he stated they are not currently living there.",,DBK:2211150314138048,,11/15/2022 0:00,15:14,DBK,,,0,00000000B3AA64CE,3014287024,,,,0
CE2022-0014,Violation remains,SITE VISIT,DBK,12/2/2022 0:00,,12/2/2022 0:00,,,FAILED,,,DBK:2212020238031957,,12/2/2022 0:00,14:38,DBK,,,0,00000000B48844C9,3028145345,,,,0
CE2022-0051,Trailer observed,SITE VISIT,DBK,11/29/2022 0:00,,11/29/2022 0:00,,,VIOLATION CONFIRMED,"(12/2/2022 10:17 AM DBK)I observed the tailer in the driveway. It is hoked up to water and electrical. Although I did not speak with anyone, the trailer does appera lived in.",,DBK:2212021016371593,,12/2/2022 0:00,10:16,DBK,,,0,00000000B47A826E,3027903457,,,,0
CE2022-0052,Trailer parked on front yard,SITE VISIT,DBK,11/29/2022 0:00,,11/29/2022 0:00,,,VIOLATION CONFIRMED,(12/2/2022 10:55 AM DBK)Trailer parked on front yard set back and hooked up to water and electricity. Unknown if actually lived in.,,DBK:2212021054571719,,12/2/2022 0:00,10:54,DBK,,,0,00000000B47AA9C4,3027937490,,,,0
CE2022-0053,,SITE VISIT,DBK,12/8/2022 0:00,,12/8/2022 0:00,,,VIOLATION CONFIRMED,,,DBK:2212080241392207,,12/8/2022 0:00,14:41,DBK,,,0,00000000B4C51185,3032813955,,,,0
CE2022-0053,Modular observed,VERIFY VIOLATION,DBK,12/8/2022 0:00,,12/8/2022 0:00,,,VIOLATION CONFIRMED,"(12/8/2022 2:43 PM DBK)After receiving informaiton from Inspector C. Rice I went to the property and observed a modular home has been placed on the prorepty. Currently, it is resting on stacks of cinder block.(12/8/2022 2:44 PM DBK)I issued a Stop Work Order and posted it on the modular. Photos attached.",,DBK:2212080241402208,,12/8/2022 0:00,14:41,DBK,,,0,00000000B4C51296,3032813958,,,,0
CE2022-0054,"Junk, debris and trash observed",SITE VISIT,DBK,12/8/2022 0:00,,12/8/2022 0:00,,,VIOLATION CONFIRMED,(12/12/2022 1:23 PM DBK)I met Sgt. J. Schubert at the site. The junk and debris is located on private proeprty between the RR tracks and Davis Channel A,,DBK:2212120122204201,,12/12/2022 0:00,13:22,DBK,,,0,00000000B4EA2E92,3035231435,,,,0
CE2022-0055,,SITE VISIT,DBK,12/16/2022 0:00,,12/16/2022 0:00,,,VIOLATION CONFIRMED,,,DBK:2212190848420041,,12/19/2022 0:00,8:48,DBK,,,0,00000000B536C4D9,3040265431,,,,0
CE2022-0055,,VERIFY VIOLATION,DBK,12/16/2022 0:00,,12/16/2022 0:00,,,VIOLATION CONFIRMED,"(12/19/2022 8:49 AM DBK)While conducting an inspection from the roadway, I observed two new metal structures.",,DBK:2212190848420042,,12/19/2022 0:00,8:48,DBK,,,0,00000000B536C59A,3040265434,,,,0
1125,,FOLLOW UP,DG,10/1/2013 0:00,,10/1/2013 0:00,,,VIOL. RESOLVED,(10/1/2013 1:21 PM DG)There is only one office trailer on the site. The onsite trailer was installed under permit BP2011-0163 this permit is finaled.,,DG:1310010839329056,,10/1/2013 0:00,8:39,DG,,,0,000000000DFA572E,234353702,,,,0
1118,,FOLLOW UP,DG,10/1/2013 0:00,,10/1/2013 0:00,,,VIOL. RESOLVED,(10/1/2013 1:22 PM DG)Patio was completed under permit 2090502 and this permit is finalled.,,DG:1310010844009090,,10/1/2013 0:00,8:44,DG,,,0,000000000DFA6485,234389858,,,,0
CE2011-0011,,FOLLOW UP,DG,10/1/2013 0:00,,10/1/2013 0:00,,30,VIOLATION CONF.,(10/1/2013 1:39 PM DG)Spoke to tennant Mr Gerald Hartwig 530 787 4101.He stated the bulding has been there since the 1930s and would like to legalize or have it considered existing noncomforming.  There were no aparent hazards in the structure.,,DG:1310010845449109,,10/1/2013 0:00,8:45,DG,,,0,000000000DFA94B9,234393646,,,,0
CE2011-0007,,FOLLOW UP,DG,10/1/2013 0:00,,10/1/2013 0:00,,,VIOLATION CONF.,(10/1/2013 1:36 PM DG)Building was damaged by fire and is left unsecured.,,DG:1310010846369128,,10/1/2013 0:00,8:46,DG,,,0,000000000DFA85BA,234393735,,,,0
1115,,FOLLOW UP,DG,10/1/2013 0:00,,10/1/2013 0:00,,,VIOL. RESOLVED,(10/1/2013 1:35 PM DG)Finaled permit # 2110043 for hay storage structure on 10/1/2013.,,DG:1310010849199133,,10/1/2013 0:00,8:49,DG,,,0,000000000DFA7878,234394322,,,,0
1018,,SITE VISIT,DG,10/9/2013 0:00,,10/9/2013 0:00,,15,VIOL. RESOLVED,(10/9/2013 2:44 PM DG)Permit #2100670 finaled,,DG:1310090243443606,,10/9/2013 0:00,14:43,DG,,,0,000000000E4624FB,239477977,,,,0
1018,,COMPLIANCE,DG,10/9/2013 0:00,,10/9/2013 0:00,,,VIOL. RESOLVED,,,DG:1310090244553608,,10/9/2013 0:00,14:44,DG,,,0,000000000E4626F6,239478506,,,,0
CE2013-0024,,FOLLOW UP,NB,2/4/2014 0:00,,2/19/2014 0:00,,45,VIOLATION CONF.,(2/19/2014 8:42 AM NB)Went to site and spoke to Don Throne about code case. Don said his daughters will be coming to see him at the end of the month. Don said he will contact the building department when his daughters come to town. At this time we will set a game plan for compliance.,,DG:1402041010212478,,2/4/2014 0:00,10:10,DG,,1,0,0000000010EFFE76,279444140,,,,0
CE2016-0012,,SITE VISIT,DL,,,,,,,(7/21/2016 12:37 PM DL)7/7/16 - Property was inspected by the Building Department.  See attached EH Notice & Order letter.  DL,,DL:1607211235469299,,7/21/2016 0:00,12:35,DL,,,0,0000000041D35491,1104368727,,,,0
CE2022-0022,,SITE VISIT,PT,,,,,,,,,EC:2204041013272223,,4/4/2022 0:00,10:13,EC,,,0,00000000A7C97BC7,2814999493,,,,0
CE2022-0022,,VERIFY VIOLATION,PT,,,,,,,,,EC:2204041013282224,,4/4/2022 0:00,10:13,EC,,,0,00000000A7C97BCA,2814999496,,,,0
CE2022-0022,,LETTER DRAFTING,,,,,,,,,,EC:2204041013282225,,4/4/2022 0:00,10:13,EC,,,0,00000000A7C97BCD,2814999499,,,,0
CE2022-0022,,FOLLOW UP,PT,,,,,,,,,EC:2204041013282226,,4/4/2022 0:00,10:13,EC,,,0,00000000A7C97BD2,2814999502,,,,0
CE2022-0022,,COMPLIANCE,PT,,,,,,,,,EC:2204041013282227,,4/4/2022 0:00,10:13,EC,,,0,00000000A7C97BD7,2814999509,,,,0
CE2013-0022,,SITE VISIT,NB,2/11/2014 0:00,,4/11/2014 0:00,,,VIOLATION CONF.,"(2/19/2014 11:37 AM EN)WENT TO SITE, SPOKE WITH TENANT. HE WILL BE LETTING OWNER KNOW i WAS ON THE PROPERTY. TENANT SAID HE WILL HAVE PROEPRTY OWNER CALL BUILDING DEPARTMENT. (ENTERED BY EKN)",,EN:1402191136001554,,2/19/2014 0:00,11:36,EN,,1,0,000000001295522E,284257217,,,,0
CE2014-0001,,SITE VISIT,NB,2/11/2014 0:00,,2/11/2014 0:00,,,VIOLATION CONF.,"(2/19/2014 11:39 AM EN)2/11/14: WENT TO SITE, TOOK BICTURES OF MOBILE HOMEW AND R.V. ON PROPERTY. LEFT CARD ON DOOR ASKING PROPERTY OWNER TO CONTACT BUILDING DEPARTMENT.2/18/14: PAMELA JUSTICE CALLED TO SEE WHAT WAS NEEDED TO PERMIT MOBILE HOME. I RETURNED CALL AND LEFT VOICEMAIL. (ENTERED 2/19/14 BY EKN)",,EN:1402191138211559,,2/19/2014 0:00,11:38,EN,,1,0,0000000028C59F68,284257577,,,,0
CE2013-0021,,SITE VISIT,NB,2/11/2014 0:00,,4/11/2014 0:00,,,VIOLATION CONF.,(2/19/2014 11:43 AM EN)2/11/14: SPOKE W/MARLENE BOTTER AT PROPERTY ABOUT UNPERMITTED MOBILE HOME. MARLENE WILL COME INTO BUILDING DEPT TO GET PERMIT INFO (ENTERED 2/19/14 BY EKN),,EN:1402191142171562,,2/19/2014 0:00,11:42,EN,,1,0,00000000129542C3,284257865,,,,0
CE2014-0003,SITE VISIT WITH FISH AND WILDLIFE BIOLOG,SITE VISIT,DG,3/4/2014 0:00,,3/4/2014 0:00,,,VIOLATION CONF.,"(3/6/2014 9:04 AM EN)BOB HOSEA (916)358-1124, AND CBO DOUG SIMMS, CONFIRMED FILL AND VEGETATIVE DEBRIS PLACED IN THE SOUTHERN FORK OF OAT CREEK CROSSING THE PROPERTY OWNED BY GOLDEN S. RANCH APN: 061-070-002, FOR A DISTANCE OF APPROX 75FT. FISH AND WILDLIFE TO OVERSEE THIS CODE ENFORCEMENT CASE AS IT FALLS WITHIN THEIR JURISDICTION AS THE LEAD AHJ. A COPY OF THE FISH AND WILDLIFE NOV TO BE PROVIDED TO YOLO COUNTY IN ORDER TO ALLOW FOR THIS CASE TO BE CLOSED AT THE LOCAL LEVEL.PLEASE REFER TO ATTACHED POWERPOINT PRESENTATION FOR SITE INFORMATION.",,EN:1403060856180406,,3/6/2014 0:00,8:56,EN,,,0,000000001143A154,289643662,,,,0
CE2013-0012,,VERIFY VIOLATION,GG,7/30/2013 0:00,9:00 AM,7/30/2013 0:00,10:00 AM,30,VIOLATION CONF.,,,GG:1307300836570027,,7/30/2013 0:00,8:36,GG,,,1895649637,000000000CE7F2D0,216390475,,,,1895649637
CE2016-0021,530.665.9676 VIRGINIA,SITE VISIT,TD,1/29/2018 0:00,9:00,1/29/2018 0:00,,45,PASS,,,JGM:1801260159417770,,1/26/2018 0:00,13:59,JGM,,,0,000000005D4B6FFF,1563674361,,,,0
CE2018-0015,,FOLLOW UP,CR,7/6/2018 0:00,10:00,7/6/2018 0:00,,60,VIOL. RESOLVED,,,JGM:1807021022411507,,7/2/2018 0:00,10:22,JGM,,,0,000000006659C757,1710857222,,,,0
CE2017-0010,530.219.7537 PENNY,FOLLOW UP,CR,11/13/2018 0:00,14:00,11/13/2018 0:00,,30,VIOL. RESOLVED,,,JGM:1811090310400861,,11/9/2018 0:00,15:10,JGM,,,0,000000006EDA04D2,1858658394,,,,0
CE2018-0017,,SITE VISIT,JOD,12/5/2018 0:00,,12/5/2018 0:00,,60,VIOL. RESOLVED,"(12/5/2018 1:37 PM JOD)site visit 12/5/2018,structure has been removed,can close case when fees are paid ($260.00",,JOD:1812050134268702,,12/5/2018 0:00,13:34,JOD,,,0,0000000070A55A61,1884285435,,,,0
CE2018-0024,"Left card on site,contact CE",SITE VISIT,JOD,12/5/2018 0:00,,12/5/2018 0:00,,30,VIOLATION CONF.,,,JOD:1812050217308976,,12/5/2018 0:00,14:17,JOD,,,0,00000000705172BF,1884385551,,,,0
CE2018-0017,,FOLLOW UP,JOD,12/10/2018 0:00,,12/10/2018 0:00,,,,"(12/10/2018 10:41 AM JOD)Fees due letter was sent out on this date, letter in attachments",,JOD:1812101038541087,,12/10/2018 0:00,10:38,JOD,,,0,0000000070835BDC,1887623126,,,,0
CE2018-0016,,FOLLOW UP,JOD,,,,,,,"(12/12/2018 9:08 AM JOD)Ph/con with contractor (Jeff) and he stated working with engineer on plans, will contact CE Unit at beginning of new year with progress",,JOD:1812120905094513,,12/12/2018 0:00,9:05,JOD,,,0,0000000070BFD795,1890189724,,,,0
CE2017-0017,,SITE VISIT,JOD,2/25/2019 0:00,,2/25/2019 0:00,,30,VIOLATION CONF.,,,JOD:1812121025294773,,12/12/2018 0:00,10:25,JOD,,,0,00000000740A7668,1890294739,,,,0
CE2018-0030,,SITE VISIT,JOD,12/21/2018 0:00,,12/21/2018 0:00,,,VIOLATION CONF.,(12/21/2018 12:42 PM JOD)stop work posted on site,,JOD:1812211241572708,,12/21/2018 0:00,12:41,JOD,,,0,000000007135A274,1899340311,,,,0
CE2018-0030,,VERIFY VIOLATION,JOD,12/21/2018 0:00,,12/21/2018 0:00,,,VIOLATION CONF.,,,JOD:1812211241572709,,12/21/2018 0:00,12:41,JOD,,,0,000000007135A21C,1899340314,,,,0
CE2017-0031,,FOLLOW UP,JOD,1/2/2019 0:00,,1/2/2019 0:00,,,,"(12/10/2019 9:40 AM JOD)Building permit BP2019-0128 final, violation abated, ok to close case",,JOD:1901030703396327,,1/3/2019 0:00,7:03,JOD,,,0,0000000082CA5845,1901114739,,,,0
CE2018-0006,,SITE VISIT,JOD,1/2/2019 0:00,,1/2/2019 0:00,,,VIOLATION CONF.,,,JOD:1901030738406336,,1/3/2019 0:00,7:38,JOD,,,0,000000007153E962,1901324640,,,,0
CE2019-0002,,SITE VISIT,JOD,1/9/2019 0:00,,1/9/2019 0:00,,45,VIOLATION CONF.,,,JOD:1901100635255563,,1/10/2019 0:00,6:35,JOD,,,0,0000000071B6D8D5,1907807974,,,,0
CE2019-0002,,VERIFY VIOLATION,JOD,1/9/2019 0:00,,1/9/2019 0:00,,45,VIOLATION CONF.,,,JOD:1901100636265564,,1/10/2019 0:00,6:36,JOD,,,0,0000000071B6D8D7,1907808056,,,,0
CE2018-0028,,SITE VISIT,JOD,1/15/2019 0:00,,1/15/2019 0:00,,,VIOL. RESOLVED,"(1/15/2019 1:57 PM JOD)site visit 1-15-19,shed has been removed ok to close case",,JOD:1901150156132522,,1/15/2019 0:00,13:56,JOD,,,0,00000000720D443F,1913471856,,,,0
CE2018-0008,,SITE VISIT,JOD,1/15/2019 0:00,,1/15/2019 0:00,,,VIOLATION CONF.,"(1/16/2019 6:57 AM JOD)It appears patio cover has been completed,left NOI on site to call CE Unit regarding case",,JOD:1901160654592984,,1/16/2019 0:00,6:54,JOD,,,0,000000007210EE66,1913712043,,,,0
CE2017-0001,,SITE VISIT,JOD,1/15/2019 0:00,,1/15/2019 0:00,,,VIOLATION CONF.,,,JOD:1901160732393043,,1/16/2019 0:00,7:32,JOD,,,0,0000000072117CAE,1913748652,,,,0
CE2018-0007,,SITE VISIT,JOD,1/15/2019 0:00,,1/15/2019 0:00,,,VIOLATION CONF.,,,JOD:1901160745223058,,1/16/2019 0:00,7:45,JOD,,,0,00000000721181D8,1913749972,,,,0
CE2019-0002,,FOLLOW UP,JOD,1/22/2019 0:00,,1/22/2019 0:00,,,,,,JOD:1901230612078763,,1/23/2019 0:00,6:12,JOD,,,0,00000000724DD908,1917704429,,,,0
CE2017-0009,,SITE VISIT,JOD,1/24/2019 0:00,,,,,,"(1/24/2019 1:23 PM JOD)site visit on this date,left NOI on gate to contact CE Unit",,JOD:1901240122340356,,1/24/2019 0:00,13:22,JOD,,,0,00000000726924CF,1919493077,,,,0
CE2017-0032,,SITE VISIT,JOD,1/24/2019 0:00,,,,,,"(1/24/2019 2:04 PM JOD)site visit on this date , Owner(Daisy)stated she will reactivate vioded permit",,JOD:1901240202590436,,1/24/2019 0:00,14:02,JOD,,,0,00000000726999A9,1919522522,,,,0
CE2017-0034,,SITE VISIT,JOD,1/24/2019 0:00,,,,,,"(1/24/2019 2:23 PM JOD)site visit on this date,left NOI for owner to contact CE Unit regarding case",,JOD:1901240222000523,,1/24/2019 0:00,14:21,JOD,,,0,00000000726B55F6,1919636432,,,,0
CE2018-0005,,SITE VISIT,JOD,1/24/2019 0:00,,,,,,"(1/24/2019 2:27 PM JOD)site visit on this date,left NOI for owner to contact CE Unit regarding case",,JOD:1901240227340541,,1/24/2019 0:00,14:27,JOD,,,0,00000000726B58A4,1919637615,,,,0
CE2018-0010,,SITE VISIT,JOD,1/24/2019 0:00,,1/24/2019 0:00,,,,"(1/24/2019 2:29 PM JOD)site visit on this date,left NOI for owner to contact CE Unit regarding case",,JOD:1901240229050554,,1/24/2019 0:00,14:29,JOD,,,0,000000007288F4B3,1919659580,,,,0
CE2012-0004,,SITE VISIT,JOD,2/5/2019 0:00,,2/5/2019 0:00,,,NO VIOLATION,"(2/5/2019 9:41 AM JOD)site visit 2/5/2019,no remodel at this time,ok to close case",,JOD:1902050939583608,,2/5/2019 0:00,9:39,JOD,,,0,0000000072ED9B0B,1928173812,,,,0
CE2018-0003,,SITE VISIT,JOD,2/8/2019 0:00,,2/8/2019 0:00,,30,,,,JOD:1902081230168412,,2/8/2019 0:00,12:30,JOD,,,0,0000000073CDD686,1931950268,,,,0
CE2017-0017,,FOLLOW UP,JOD,2/25/2019 0:00,,2/25/2019 0:00,,30,VIOLATION CONF.,,,JOD:1902250141403080,,2/25/2019 0:00,13:41,JOD,,,0,00000000740A74A1,1946841912,,,,0
CE2017-0006,,FOLLOW UP,JOD,2/25/2019 0:00,,2/25/2019 0:00,,30,VIOL. RESOLVED,,,JOD:1902250146343098,,2/25/2019 0:00,13:46,JOD,,,0,00000000740B029E,1946848341,,,,0
CE2019-0006,,SITE VISIT,JOD,3/4/2019 0:00,,3/4/2019 0:00,,60,VIOLATION CONF.,"(3/5/2019 6:58 AM JOD)(3/5/2019 6:36:05 AM JOD) Action Created(3/5/2019 6:36 AM JOD) Site inspection with Tom Davis, Lyssa Gomez, My self and CTF (Nathanael Smith, Jacqueline Diaz) on 3/4/2019 per CTF's request. Yellow tagged 23 structures(Restricted use) brief entry allowed for access to contents. Utilities added to unpermitted structures with out permits, 10 sea/land containers and 13 hoop houses",,JOD:1903050620449960,,3/5/2019 0:00,6:20,JOD,,,0,7.47E+144,1953262991,,,,0
CE2017-0002,,SITE VISIT,JOD,2/1/2019 0:00,,2/1/2019 0:00,,15,FAILED,"(3/6/2019 1:38 PM JOD)were not allowed in house, no responsible party on site",,JOD:1903060137201941,,3/6/2019 0:00,13:37,JOD,,,0,00000000748D6701,1955415904,,,,0
CE2017-0002,,SITE VISIT,JOD,3/4/2019 0:00,,3/4/2019 0:00,,30,VIOLATION CONF.,"(3/6/2019 1:41 PM JOD)Allowed in house for inspection,numerous remodel violations observed",,JOD:1903060139201944,,3/6/2019 0:00,13:39,JOD,,,0,00000000748E97B2,1955424238,,,,0
CE2019-0007,,SITE VISIT,JOD,3/5/2019 0:00,,3/5/2019 0:00,,15,VIOLATION CONF.,,,JOD:1903060202352009,,3/6/2019 0:00,14:02,JOD,,,0,0000000074908CCB,1955607231,,,,0
CE2019-0009,,SITE VISIT,JOD,3/8/2019 0:00,,3/8/2019 0:00,,60,VIOLATION CONF.,"(3/11/2019 8:24 AM JOD)Site visit on 3/8/19 with SO (officer Powell & Sergeant Bautista) and CE officers Tom Davis,  Lyssa Gomez and myself. Structure was Yellow tagged Restricted Use (brief entry allowed for access to contents) conversion of shop to habitable space. Owners were contacted in illegal conversion and asked to relocate to residence on front of property were daughter (Maria) was staying. Courtesy letter was sent",,JOD:1903080141354135,,3/8/2019 0:00,13:41,JOD,,,0,00000000785287DD,1958059648,,,,0
CE2018-0017,,FOLLOW UP,JOD,3/21/2019 0:00,,3/21/2019 0:00,,,VIOL. RESOLVED,"(3/21/2019 8:18 AM JOD)Fees have been paid,structure has been removed, ok to close case",,JOD:1903210817049747,,3/21/2019 0:00,8:17,JOD,,,0,00000000755BD837,1968952940,,,,0
CE2015-0001,,FOLLOW UP,JOD,3/21/2019 0:00,,,,,,(3/21/2019 9:40 AM JOD)I have contacted the new owner Mr. Jose Ramirez  by phone and he stated he has given the previous owners sometime to clear the property. We are going to get together next month and meet on the property to go over the violations and discuss  what direction needs to be taken to bring the site into compliance.,,JOD:1903210939579865,,3/21/2019 0:00,9:39,JOD,,,0,00000000755DA925,1969055955,,,,0
CE2019-0013,,SITE VISIT,JOD,4/8/2019 0:00,,4/8/2019 0:00,,60,VIOLATION CONF.,,,JOD:1904090631005066,,4/9/2019 0:00,6:31,JOD,,,0,00000000763B3B99,1983472778,,,,0
CE2019-0013,,VERIFY VIOLATION,JOD,4/8/2019 0:00,,4/8/2019 0:00,,,VIOLATION CONF.,,,JOD:1904090631005067,,4/9/2019 0:00,6:31,JOD,,,0,000000007639648F,1983472781,,,,0
CE2019-0014,,SITE VISIT,JOD,4/8/2019 0:00,,4/8/2019 0:00,,30,VIOLATION CONF.,,,JOD:1904090749355138,,4/9/2019 0:00,7:49,JOD,,,0,00000000763B9E28,1983618562,,,,0
CE2017-0025,,SITE VISIT,JOD,5/3/2019 0:00,,5/3/2019 0:00,,120,VIOLATION CONF.,(5/8/2019 10:13 AM JOD)walk through with CTF,,JOD:1905081012313105,,5/8/2019 0:00,10:12,JOD,,,0,0000000077BA98C6,2008717384,,,,0
CE2018-0021,,COMPLIANCE,JOD,5/14/2019 0:00,,5/14/2019 0:00,,,VIOL. RESOLVED,(5/14/2019 12:21 PM JOD)Permit BP2018-0983 was issued and finaled to abte violation. OK to close case,,JOD:1905141220337617,,5/14/2019 0:00,12:20,JOD,,,0,000000007809459D,2013873463,,,,0
CE2019-0017,,SITE VISIT,JOD,4/30/2019 0:00,,4/30/2019 0:00,,15,VIOLATION CONF.,,,JOD:1905200206253030,,5/20/2019 0:00,14:06,JOD,,,0,000000007857CA76,2019019220,,,,0
CE2019-0017,,VERIFY VIOLATION,JOD,4/30/2019 0:00,,4/30/2019 0:00,,30,VIOLATION CONF.,,,JOD:1905200207083031,,5/20/2019 0:00,14:07,JOD,,,0,000000007857CA78,2019019334,,,,0
CE2019-0017,,LETTER DRAFTING,JOD,5/20/2019 0:00,,5/20/2019 0:00,,15,,,,JOD:1905200208073032,,5/20/2019 0:00,14:08,JOD,,,0,000000007858F55C,2019019479,,,,0
CE2019-0009,,SITE VISIT,JOD,4/18/2019 0:00,,4/18/2019 0:00,,15,VIOLATION CONF.,,,JOD:1905200839062120,,5/20/2019 0:00,8:39,JOD,,,0,00000000784C878E,2018280286,,,,0
CE2019-0009,,PHONE CALLS,JOD,4/18/2019 0:00,,4/18/2019 0:00,,15,VIOLATION CONF.,,,JOD:1905200913232188,,5/20/2019 0:00,9:13,JOD,,,0,00000000784EDE4A,2018418359,,,,0
CE2019-0009,,LETTER DRAFTING,JOD,5/20/2019 0:00,,5/20/2019 0:00,,30,VIOLATION CONF.,(5/20/2019 12:38 PM JOD)Violation letter sent on this date,,JOD:1905201237132679,,5/20/2019 0:00,12:37,JOD,,,0,000000007852869F,2018674189,,,,0
CE2019-0018,,SITE VISIT,JOD,5/21/2019 0:00,,5/21/2019 0:00,,45,VIOLATION CONF.,,,JOD:1905210200554443,,5/21/2019 0:00,14:00,JOD,,,0,000000007869B682,2020187389,,,,0
CE2019-0018,,VERIFY VIOLATION,JOD,5/21/2019 0:00,,5/21/2019 0:00,,0,VIOLATION CONF.,,,JOD:1905210200554444,,5/21/2019 0:00,14:00,JOD,,,0,0000000081EC3E9F,2020187392,,,,0
CE2019-0018,,LETTER DRAFTING,JOD,5/22/2019 0:00,,5/22/2019 0:00,,30,VIOLATION CONF.,,,JOD:1905220844595085,,5/22/2019 0:00,8:44,JOD,,,0,0000000078722CDC,2020725822,,,,0
CE2019-0019,,SITE VISIT,JOD,5/22/2019 0:00,,5/22/2019 0:00,,30,,,,JOD:1905221135045617,,5/22/2019 0:00,11:35,JOD,,,0,78895621,2021039474,,,,0
CE2019-0019,,VERIFY VIOLATION,JOD,5/22/2019 0:00,,5/22/2019 0:00,,30,,,,JOD:1905221135045618,,5/22/2019 0:00,11:35,JOD,,,0,7.89E+13,2021039479,,,,0
CE2019-0019,,LETTER DRAFTING,JOD,5/23/2019 0:00,,5/23/2019 0:00,,30,VIOLATION CONF.,(5/23/2019 10:11 AM JOD)Courtesy Notice drafted and sent to both address's cert and reg 5/23/2019,,JOD:1905231009376821,,5/23/2019 0:00,10:09,JOD,,,0,000000007889545B,2022265338,,,,0
CE2019-0021,,SITE VISIT,JOD,5/23/2019 0:00,,5/23/2019 0:00,,30,VIOLATION CONF.,,,JOD:1905231247237030,,5/23/2019 0:00,12:47,JOD,,,0,78922294,2022777006,,,,0
CE2019-0021,,VERIFY VIOLATION,JOD,5/23/2019 0:00,,5/23/2019 0:00,,30,VIOLATION CONF.,,,JOD:1905231247247031,,5/23/2019 0:00,12:47,JOD,,,0,78922296,2022777009,,,,0
CE2019-0021,,LETTER DRAFTING,JOD,5/24/2019 0:00,,5/24/2019 0:00,,30,VIOLATION CONF.,(5/24/2019 8:17 AM JOD)courtesy letter drafted and sent,,JOD:1905240816307491,,5/24/2019 0:00,8:16,JOD,,,0,00000000789B532C,2023445151,,,,0
