"BUSINESS_NO","COMPANY","MAIL_ADDRESS1","MAIL_ADDRESS2","MAIL_CITY","MAIL_STATE","MAIL_ZIP","LOC_ADDRESS1","LOC_ADDRESS2","LOC_CITY","LOC_STATE","LOC_ZIP","PHONE","FAX","EMERGENCY","BUSINESS_TYPE","SIC_1","SIC_2","SIC_3","OWNERSHIP_TYPE","TAX_ID","RESALE_ID","ST_LIC_NO","ST_LIC_ISS","ST_LIC_EXP","WRKR_COMP","W_COMP_NO","W_COMP_ISS","W_COMP_EXP","NOTES","COMPANY_PRINT_AS","EMPLOYEES","TEXTFIELD1","TEXTFIELD2","TEXTFIELD3","TEXTFIELD4","TEXTFIELD5","TEXTFIELD6","TEXTFIELD7","TEXTFIELD8","CHECKBOX1","CHECKBOX2","CHECKBOX3","CHECKBOX4","CHECKBOX5","CHECKBOX6","CHECKBOX7","CHECKBOX8","TAG","CLASSIFICATION","EMAIL","OWNER_NAME","SITE_STREETID","SITE_NUMBER","SITE_STREETNAME","SITE_UNIT_NO","SITE_CITY","SITE_STATE","SITE_ZIP","SITE_ALTERNATE_ID","SITE_GEOTYPE","SITE_APN","SITE_LOT_NO","SITE_BLOCK","SITE_TRACT","SITE_SUBDIVISION","SITE_DESCRIPTION","LIAB_CARRIER","LIAB_NO","LIAB_ISS","LIAB_EXP","DEFAULT_INSPECTOR","LOCKID","RECORDID","LOC_RECORDID","DEPOSITTYPE","HISTORICAL_APN","BUSINESS_SUBTYPE","FEES_CHARGED","FEES_PAID","BALANCE_DUE","REFERENCE_NO","update_originator_id","update_timestamp","create_timestamp","insert_originator_id"
"13035","QUAM'S EQUIPMENT SERVICE, LLC","PO BOX 268","","ESPARTO","CA","95627","25758 HWY 16","","ESPARTO","CA","95627","5306812986","","","REPAIR SERVICES","7699","","","LIMITED LIABILITY CORPORATION","","","","","","","","","","(2/3/2020 11:08 AM ET)MOBILE MECHANIC AND MOBILE WELDING FOR AG AND CONSTRUCTION EQUIPMENT","","","","","","","","","","","","","","","","","","","","","JORDANQUAM2@GMAIL.COM","CLEMENTS CHARLES D","","25758","HWY 16","","ESPARTO","CA","95627","","PARCEL","049140028","","","","","","","","","","","","ET:2002031100528354","YOLO:11021013292230637","","","HEAVY MACHINERY","329.75999999999999","260.04000000000002","69.719999999999999","","0","00000000B4B4A96E","2230554488","0"
"13037","LION K9","720 COURT ST #54","","WOODLAND","CA","","38947 ASPEN ST","","WOODLAND","CA","95695","5306507348","","","HOME OCCUPATION","0752","","","SOLE PROPRIETORSHIP","","","","","","","","","","(2/4/2020 4:05 PM ET)PET TRAINING OFF SITE","","","","","","","","","","","","","","","","","","","","","LIONK9TRAINING@GMAIL.COM","EDWARDS ROBERT","","38947","ASPEN ST","","WOODLAND","CA","95695","","PARCEL","027082015","","","","","","","","","","","","ET:2002040403120925","CONV:130221231041006520","","","PERSONAL SERVICES","329.75999999999999","260.04000000000002","69.719999999999999","","0","00000000B4B4A9D0","2231947347","0"
"13046","TRES CAZUELAS TAQUERIA","PO BOX 634","","ESPARTO","CA","95627","4960 CR 99W","","DUNNIGAN","CA","95937","5308482129","","","FOOD AND BEVERAGE","5812","","","SOLE PROPRIETORSHIP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRESCAZUELASTAQUERIA@GMAIL.COM","GUTIERREZ HUGO ACOSTA","","4960","CR 99W","","DUNNIGAN","CA","95937","","PARCEL","052030008","","","","","","","","","","","","ET:2002211129380953","YOLO:11021013292232824","","","RESTAURANT","329.75999999999999","260.04000000000002","69.719999999999999","","0","00000000B4B4AC37","2244089252","0"
"13049","LONE WULFF RANCH","26810 County Rd 97D","","DAVIS","CA","95616","26810 CR 97D","","DAVIS","CA","95616","5307561115","","","OTHER","7299","","","SOLE PROPRIETORSHIP","","","","","","","","","","EVENT CENTER","","","","","","","","","","","","","","","","","","","","","RACHELWULFF@AOL.COM","WULFF RACHEL ELIZABETH & KURT","","26810","CR 97D","","DAVIS","CA","95616","","PARCEL","037140032","","","","","","","","","","","","ET:2002260147006248","CONV:190506060700000419","","","","329.75999999999999","260.04000000000002","69.719999999999999","","0","00000000B4B4ACF5","2247168605","0"
"13051","DEL TORO APIARIES","1274 CAMPHOR DR","","Woodland","CA","95776","1274 CAMPHOR DR","","Woodland","CA","95776","8329940052","","","EXEMPT","0279","","","SOLE PROPRIETORSHIP","","","","","","","","","","(2/28/2020 3:46 PM ET)BEE POLLINATION","","","","","","","","","","","","","","","","","","","","","JAVY3105@GMAIL.COM","","","1274","CAMPHOR DR","","Woodland","CA","95776","","","","","","","","","","","","","","","ET:2002280346259902","","","","AGRICULTURAL","187.96000000000001","118.23999999999999","69.719999999999999","","0","00000000B4B4ADAE","2249525174","0"
"13052","D.A.M.N. GOOD LAVENDER FARM AND APIARY","17085 CR 96B","","WOODLAND","CA","95695","17085 CR 96B & 17111 CR 96B","","WOODLAND","CA","95695","5306818053","","","EXEMPT","0181","","","LIMITED LIABILITY CORPORATION","","","13052","","","","","","","","Daniel and Michelle Bellini","","","","","","","","","","","","","","","","","","","","DAMNGOODLAVENDERFARM@OUTLOOK.COM","BELLINI DANIEL A & MICHELLE","","17085","CR 96B & 17111 CR 96B","","WOODLAND","CA","95695","","PARCEL","025130061","","","","","","","","","","","","ET:2003020132441479","YOLO:1102101329222856","","","AGRICULTURAL","187.96000000000001","118.23999999999999","69.719999999999999","","0","00000000B4B4ADFA","2250354998","0"
"13054","WESTERN TRAILERS OF CALIF. INC","PO BOX 5598","","BOISE","ID","83705","14110 CACHEVILLE RD","","YOLO","CA","95697","8883442539","2083441521","","COUNTY COMMERCIAL","5599","","","CORPORATION","","","","","","","","","","Western Trailer retail dealership","","","","","","","","","","","","","","","","","","","","","ssamson@westerntrailer.com","DEFTY FAM TRUST","","14110","CACHEVILLE RD","","YOLO","CA","95697","","PARCEL","025390052","","","","","","","","","","","","ET:2003051043395056","YOLO:1102101329223435","","","","187.96000000000001","118.23999999999999","69.719999999999999","","0","00000000B4B4AE45","2253274004","0"
"13058","NORTH VALLEY HAY LLC","17 HAYS ST","","WOODLAND","CA","","7545 COUNTY RD 94","","ZAMORA","CA","95698","5302195552","","","OTHER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LONG DAVID SEP PRPTY TRUST","","7545","COUNTY RD 94","","ZAMORA","CA","95698","","PARCEL","055030009","","","","","","","","","","","","ET:2003161034486015","YOLO:11021013292233301","","","","329.75999999999999","260.04000000000002","69.719999999999999","","0","00000000B4B4AFBC","2260336047","0"
"13059","NUTRITION WITH ROBIN","PO BOX 369","","CLARKSBURG","CA","95612","51200 PUMPHOUSE RD","","CLARKSBURG","CA","95612","9167994639","","","HOME OCCUPATION","8049","","","","","","","","","","","","","(3/17/2020 9:28 AM ET)PROVIDE NUTRITION COACHING TO ONLINE AND SKYPE CLIENTS","","","","","","","","","","","","","","","","","","","","","robin@nutritionwithrobinrdn.com","WONG FAM TRUST","","51200","PUMPHOUSE RD","","CLARKSBURG","CA","95612","","PARCEL","044100005","","","","","","","","","","","","ET:2003170923029135","YOLO:11021013292222891","","","CONSULTING","329.75999999999999","260.04000000000002","69.719999999999999","","0","00000000B4B4B031","2261172389","0"
"13070","AUNTIE YASY'S GLUTEN-FREE GOODIES & MEAL","216 F ST #92","","DAVIS","CA","95616","40162-74 BEST RANCH RD","","WOODLAND","CA","95776","5594050063","","","FOOD AND BEVERAGE","5963","","","SOLE PROPRIETORSHIP","","","","","","","","","","(5/14/2020 3:07 PM ET)AUNTIE YASY'S GLUTEN-FREE GOODIES & MEAL DELIVERY, LLC","","","","","","","","","","","","","","","","","","","","","YASMINVERA@GMAIL.COM","CLARK STRUCTURAL LLC","","40162-74","BEST RANCH RD","","WOODLAND","CA","95776","","PARCEL","027230005","","","","","","","","","","","","ET:2005140306421196","YOLO:1102101329224167","","","OTHER","329.75999999999999","260.04000000000002","69.719999999999999","","0","00000000B4B4B269","2281110863","0"
"13071","H5 FARMS","1306 Mckinley Ave","","WOODLAND","CA","95695","10700 CR 116B","","WOODLAND","CA","95776","5303798816","","","OTHER","4212","","","SOLE PROPRIETORSHIP","","","","","","","","","","(5/18/2020 11:23 AM ET)single use trucking operation for agricultural commodities","","","","","","","","","","","","","","","","","","","","","h5farmsjh@gmail.com","HUTCHINS JOSEPH W","","10700","CR 116B","","WOODLAND","CA","95776","","PARCEL","056170015","","","","","","","","","","","","ET:2005181119202984","YOLO:11021013292233637","","","","329.75999999999999","260.04000000000002","69.719999999999999","","0","00000000B4B4B2C5","2282975106","0"
"13105","GOLDEN STATE CO BRANDS DBA BURGER KING","25 E. AIRWAY BLVD","","LIVERMORE","CA","94551","30038 CR 8","","DUNNIGAN","CA","95937","9252928359","","","FOOD AND BEVERAGE","5812","","","CORPORATION","","","","","","","","","","(7/2/2020 2:27 PM ET)QUICK SERVE RESTAURANT (FAST FOOD)","","","","","","","","","","","","","","","","","","","","","ROSEMARY@GHAIMANAGEMENT.COM","","","30038","CR 8","","DUNNIGAN","CA","95937","","PARCEL","052050091","","","","","","","","","","","","ET:2007020224517355","YOLO:11021013292232905","","","RESTAURANT","329.75999999999999","260.04000000000002","69.719999999999999","","0","00000000B4B4B6D1","2314786232","0"
"13149","UNIVERSAL PROTECTION SERCIVE LP","251 Little Falls DR","","Wilmington","DE","19808","8950 CAL CENTER DR #115","","Sacramento","CA","95826","4843511422","","","OUT OF COUNTY","7381","","","PARTNERSHIP","","","","","","","","","","(9/29/2020 10:13 AM ET)security guard service provider","DBA ALLIED UNIVERSAL SECURITY SERVICES","","","","","","","","","","","","","","","","","","","","stephanie.augustus@aus.com","","","8950","CAL CENTER DR #115","","SACRAMENTO","CA","95826","","","","","","","","","","","","","","","ET:2009291001321300","","","","","329.75999999999999","260.04000000000002","69.719999999999999","","0","00000000B4B4BFF6","2377199187","0"
"13153","SUNNY CREEK SOLAR AND MAINTENANCE","16789 Gable DR","","Esparto","CA","95627","16789 GABLE DR","","ESPARTO","CA","95627","5306509770","","","OTHER","7349","","","SOLE PROPRIETORSHIP","","","","","","","","","","(10/1/2020 9:43 AM ET)PROVIDE SOALR PANEL CLEANING AND BIRD NETTING RESIDENTIAL CUSTOMERS","","","","","","","","","","","","","","","","","","","","","SUNNYCREEK.SM@GMAIL.COM","TORRES MARIA & RAMON","","16789","GABLE DR","","ESPARTO","CA","95627","","PARCEL","049533008","","","","","","","","","","","","ET:2010010942513432","YOLO:11021013292231835","","","OTHER","440.24000000000001","370.51999999999998","69.719999999999999","","0","00000000B4B4C0FB","2378867378","0"
"13154","AMERICAN REALTY AND INVESTMENTS","18222 GADWALL ST","","WOODLAND","CA","95695","18222 GADWALL ST","","WOODLAND","CA","95695","7072801690","","","HOME OCCUPATION","6531","","","SOLE PROPRIETORSHIP","","","","","","","","","","(10/1/2020 10:25 AM ET)REAL ESTATE BROKER","","","","","","","","","","","","","","","","","","","","","KOEBER@SBCGLOBAL.NET","KOERBER FAM TRUST","","18222","GADWALL ST","","WOODLAND","CA","95695","","PARCEL","025541007","","","","","","","","","","","","ET:2010011023243643","YOLO:1102101329223758","","","MISC/OTHER","329.75999999999999","260.04000000000002","69.719999999999999","","0","00000000B4B4C152","2378971911","0"
"13191","MAYORAL BROTHERS INC","1296 E. GIBSON RD STE A #250","","WOODLAND","CA","95695","23944 CR 98","","Woodland","CA","95776","5306667763","5306667825","","OTHER","0761","","","CORPORATION","","","","","","","","","","(12/1/2020 9:39 AM ET)PAYROLL/OFFICE WORK IN FIELD WORK PLANTING/HARVEST,LABOR CONTRACTOR","","","FLC00260109","","02/05/2021","","","","","","","","","","","","","","","","MAYORALBROTHERS@ATT.NET","","","23944","CR 98","","Woodland","CA","95776","","","","","","","","","","","","","","","ET:2012010938137812","","","","OTHER","281.24000000000001","211.52000000000001","69.719999999999999","","0","00000000B4B63015","2421558841","0"
"13212","RED'S RANCH","PO BOX 123","","zamora","ca","95698","32076 CR 14","","ZAMORA","CA","95698","5102217246","","","HOME OCCUPATION","0179","","","PARTNERSHIP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","REDSRANCH@GMAIL.COM","DEABENDERFER MARLENA D","","32076","CR 14","","ZAMORA","CA","95698","","PARCEL","055140002","","","","","","","","","","","","ET:2102021146116038","YOLO:11021013292233417","","","MISC/OTHER","281.24000000000001","211.52000000000001","69.719999999999999","","0","00000000B4B63539","2462119872","0"
"13214","JAPO'S","PO BOX 289","","DUNNIGAN","CA","95937","29020 CR 6","","DUNNIGAN","CA","95937","5305548208","","","OTHER","5431","","","SOLE PROPRIETORSHIP","","","","","","","","","","(2/9/2021 10:44 AM ET)selling oranges, watermelons, walnuts, mandarins, cucumbers. Whole not chopped.","","","","","","","","","","","","","","","","","","","","","griselda.casillas83@gmail.com","NAGI JIMMY S","","29020","CR 6","","DUNNIGAN","CA","95937","","PARCEL","051245004","","","","","","","","","","","","ET:2102091032440907","YOLO:11021013292232784","","","","281.24000000000001","211.52000000000001","69.719999999999999","","0","00000000B4B63587","2466958285","0"
"13246","STATE ROUTE 16 PRODUCE STAND","17701 CR 97","","WOODLAND","CA","95695","36340 HWY 16","","WOODLAND","CA","95695","5306810564","","","COUNTY COMMERCIAL","5431","","","LIMITED LIABILITY CORPORATION","","","","","","","","","","(4/22/2021 9:41 AM ET)FRUIT STAND","","","","","","","","","","","","","","","","","","","","","BOB@CACHECREEKREALTY.COM","SAELEE LIV TRUST","","36340","HWY 16","","WOODLAND","CA","95695","","PARCEL","025130004","","","","","","","","","","","","ET:2104220934494835","YOLO:1102101329222829","","","OTHER","281.24000000000001","211.52000000000001","69.719999999999999","","0","00000000B4B6DDFF","2520309377","0"
"13258","HEATHER VAN BUSKIRK CONSULTING","12100 COUNTY RD 96","","WOODLAND","CA","95695","12100 CR 96","","WOODLAND","CA","95695","9163708062","","","HOME OCCUPATION","8748","","","SOLE PROPRIETORSHIP","","","","","","","","","","(5/20/2021 10:29 AM ET)RESEARCH, PROGRAM MONITORING AND EVALUATION CONSULTING, AND TRAINING SERVICES, EVERYTHING IS DONE ONLINE.","","","","","","","","","","","","","","","","","","","","","HVANBCONSULTING@GMAIL.COM","SK&L LLC","","12100","CR 96","","WOODLAND","CA","95695","","PARCEL","055230017","","","","","","","","","","","","ET:2105201021425697","YOLO:11021013292233508","","","CONSULTING","281.24000000000001","211.52000000000001","69.719999999999999","","0","00000000B4B6E1BB","2540139486","0"
"13266","FERAL FLORA","PO BOX 351","","Yolo","CA","95697","15012 CR 97B","","WOODLAND","CA","95695","2099862999","","","HOME OCCUPATION","5992","","","SOLE PROPRIETORSHIP","","","","","","","","","","(5/27/2021 10:02 AM ET)SELLING FLORAL ARRANGEMENTS AND CUT FLOWERS VIA ONLINE ORDERS AND DELIVERY","","","","","","","","","","","","","","","","","","","","","KTSEYBOLD@GMAIL.COM","DEWEY REV SURV TRUST A","","15012","CR 97B","","WOODLAND","CA","95695","","PARCEL","025310036","","","","","","","","","","","","ET:2105271001361567","YOLO:1102101329223250","","","","281.24000000000001","211.52000000000001","69.719999999999999","","0","00000000B4B6E2B6","2544875370","0"
"13267","LEACOX CALIFORNIA GOVERNMENTAL ADVOCACY","27035 COUNTRY CLUB CIR","","El Macero","CA","95618","27035 COUNTRY CLUB CIR","","DAVIS","CA","95618","9169965000","","","HOME OCCUPATION","8743","","","SOLE PROPRIETORSHIP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","jeff@leacoxcga.com","LEACOX JEFFREY & GINGER","","27035","COUNTRY CLUB CIR","","DAVIS","CA","95618","","PARCEL","068212015","","","","","","","","","","","","ET:2105271019031709","YOLO:11021013292244334","","","","281.24000000000001","211.52000000000001","69.719999999999999","","0","00000000B4B6E30F","2544927181","0"
"13273","PACIFIC DISTRIBUTING INC","PO BOX 9308","","YAKIMA","WA","98909","38520 KENTUCKY AVE","","WOODLAND","CA","95695","5598058208","","","COUNTY COMMERCIAL","7699","","","CORPORATION","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","jimdecoto@orchard-rite.com","FARNHAM TIMOTHY N & KATHLEEN L","","38520","KENTUCKY AVE","","WOODLAND","CA","95695","","PARCEL COGO","027440002","","","","","","","","","","","","ET:2106080840117975","YOLO:1102101329224388","","","PROFESSIONAL SERV.","281.24000000000001","211.52000000000001","69.719999999999999","","0","00000000B4B6E4F0","2551458411","0"
"13279","WESTMAN FARRIER","1534 SARATOGA DR","","WOODLAND","CA","95695","1534 SARATOGA DR","","WOODLAND","CA","95695","3607708116","","","OUT OF COUNTY","0752","","","SOLE PROPRIETORSHIP","","","","","","","","","","(6/22/2021 8:33 AM ET)MOBILE EQUINE HOOF CARE SERVICES. TRIMMING AND APPLICATION.","","","","","","","","","","","","","","","","","","","","","westmanfarrier@gmail.com","","","1534","SARATOGA DR","","WOODLAND","CA","95695","","","","","","","","","","","","","","","ET:2106220828507262","","","","","281.24000000000001","211.52000000000001","69.719999999999999","","0","00000000B4B6E634","2564061538","0"
"13284","HOPS AND POCKETS","PO BOX 475","","ZAMORA","CA","95698","9961 MAIN ST","","ZAMORA","CA","95698","7076884618","","","WEB BASED","5961","","","SOLE PROPRIETORSHIP","","","","","","","","","","(6/24/2021 11:02 AM ET)e-commerce: buying and reselling new and used products online selling platforms. items will be stored until purchased. then packed and shipped.i.e. Clothes, toys, houshold items, no foot traffic","","","","","","","","","","","","","","","","","","","","","HOPSANDPOCKETS@GMAIL.COM","MOORE BOBBY L & TAMMY L","","9961","MAIN ST","","ZAMORA","CA","95698","","PARCEL","055130014","","","","","","","","","","","","ET:2106241042010872","YOLO:11021013292233412","","","","281.24000000000001","211.52000000000001","69.719999999999999","","0","00000000B4B6E7EB","2566601986","0"
"13300","SCENTS SPOT","26206 CAPAY ST","","Esparto","CA","95627","26206 CAPAY ST","","ESPARTO","CA","95627","7074965501","","","WEB BASED","5961","","","SOLE PROPRIETORSHIP","","","","","","","","","","(7/27/2021 11:01 AM ET)the management of bath and beauty product sales through e-commerce platformonline- no public, no product storage","","","","","","","","","","","","","","","","","","","","","johnhall072515@gmail.com","JACOBO JORGE ABEL GAXIOLA","","26206","CAPAY ST","","ESPARTO","CA","95627","","PARCEL","049263006","","","","","","","","","","","","ET:2107271030295217","YOLO:11021013292230874","","","","281.24000000000001","211.52000000000001","69.719999999999999","","0","00000000B4B8BC8F","2595060219","0"
"13304","ZS CONSTRUCTION","PO BOX 373","","Davis","CA","95617","27130 HWY 16","","ESPARTO","CA","95627","5304056985","","","HOME OCCUPATION","0782","","","SOLE PROPRIETORSHIP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","zsanders@gmail.com","JUSTICE CHAD L","","27130","HWY 16","","ESPARTO","CA","95627","","PARCEL","049130009","","","","","","","","","","","","ET:2108051140213966","YOLO:11021013292230603","","","","281.24000000000001","211.52000000000001","69.719999999999999","","0","00000000B4B8BD7A","2603543498","0"
"13309","APTIVE ENVIRONMENTAL LLC","5132 N 300 W SUITE 150","","PROVO","UT","84604","5132 N 300 W SUITE 150","","PROVO","UT","84604","8014189052","","","OUT OF COUNTY","7342","","","LIMITED LIABILITY CORPORATION","","","","","","","","","","(8/26/2021 10:33 AM ET)pest control services","","","","","","","","","","","","","","","","","","","","","licensing@goaptive.com","","","5132","N 300 W SUITE 150","","PROVO","UT","84604","","","","","","","","","","","","","","","ET:2108171150256604","","","","","281.24000000000001","211.52000000000001","69.719999999999999","","0","00000000B4B8C0B9","2614478116","0"
"13315","SINGH TRAVEL CENTER","4024 MADELINE CT","","VACAVILLE","CA","95687","29029 CR 6","","Dunnigan","CA","95937","7077615104","","","COUNTY COMMERCIAL","5411 and 5541","","","CORPORATION","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SORABJ997@GMAIL.COM","YOLO & LAKE PROPERTIES LLC","","29029","CR 6","","Dunnigan","CA","95937","","PARCEL","052030023","","","","","","","","","","","","ET:2108310857566366","CONV:190708043534000001","","","","281.24000000000001","211.52000000000001","69.719999999999999","","0","00000000B4B8C2C9","2631642630","0"
"13318","PACIFIC LEASING, LLC","900 TRUXTUN AVE SUITE 210","","BAKERSFIELD","CA","93301","37188 County Road 28","","WOODLAND","CA","95695","6613274515","","","PROF SERVICES","0723","","","LIMITED LIABILITY CORPORATION","","","","","","","","","","(9/7/2021 9:55 AM ET)Agricultural Managemnet Consulting(6/15/2022 3:55 PM TG)Changed SIC code. This company prepares baled alfalfa hay from the farmers field for market bydouble compressing and wrapping each bale with a plastic sleeve for shipment.","","","","","","","","","","","","","","","","","","","","","lisa.stiles@thegomboscompany.com","FARMLAND RESERVE INC","","37188","County Road 28","","WOODLAND","CA","95695","","PARCEL","040170019","","","","","","","","","","","","ET:2109070952119884","CONV:130221232759050986","","","OTHER","281.24000000000001","211.52000000000001","69.719999999999999","","0","00000000B4B8C39C","2635622093","0"
"13323","MUD PUPPY CORPORATION","PO BOX 8522","","WOODLAND","CA","95776","38642 KENTUCKY AVE","","WOODLAND","CA","95695","5306625055","","","COUNTY COMMERCIAL","5084","","","CORPORATION","","","","","","","","","","(9/14/2021 9:40 AM ET)Mud Puppy warehouses finished goods and assembles the goods to make other products for the water well drilling companies.","","","","","","","","","","","","","","","","","","","","","service@mudpuppyinc.com","HENDERSON FAM TRUST","","38642","KENTUCKY AVE","","WOODLAND","CA","95695","","PARCEL COGO","027440007","","","","","","","","","","","","ET:2109140939235922","YOLO:1102101329224394","","","OTHER","281.24000000000001","211.52000000000001","69.719999999999999","","0","00000000B4B8C453","2641527826","0"
"13332","VINO DE ORO VINEYARD AND WINERY","7460 DERBY LANE","","SOMERSET","CA","95684","35265 WILLOW AVE","","CLARKSBURG","CA","95612","9168356340","","","FOOD AND BEVERAGE","5813","","","LIMITED LIABILITY CORPORATION","","","","","","","","","","(10/7/2021 3:31 PM ET)WINE TASTING AND SALESABC LIC 602481","","","","","","","","","","","","","","","","","","","","","WINE@VINODEORO.COM","KOY BUILDERS INC","","35265","WILLOW AVE","","CLARKSBURG","CA","95612","","PARCEL","043240030","","","","","","","","","","","","ET:2110070330562537","YOLO:11021013292222523","","","OTHER","211.52000000000001","141.80000000000001","69.719999999999999","","0","00000000B4B8C706","2663044483","0"
"13413","BROKEN ROPE INDUSTIRES","34894 COUNTY RD 25","","WOODLAND","CA","95695","34894 CR 25","","WOODLAND","CA","95695","5308672066","","","PROF SERVICES","8742","","","PARTNERSHIP","","","","","","","","","","(2/25/2022 11:18 AM ET)MOBILE SCIENTIFIC CONSULTING AND EDUCATION WORKING WITH VETERANARIANS","","","","","","","","","","","","","","","","","","","","","GABROWNHORSE@GMAIL.COM","","","34894","CR 25","","WOODLAND","CA","95695","","PARCEL","040040036","","","","","","","","","","","","ET:2202251114147168","YOLO:11021013292219649","","","CONSULTING","298.44","228.72","69.719999999999999","","0","00000000B4B8E035","2784087339","0"
"13419","KOLAS","701 12TH ST, STE 201","","SACRAMENTO","CA","95814","1220 BLUMENFELD DR","","Sacramento","CA","95815","9164656527","","","OTHER","4215","","","CORPORATION","","","","","","","","","","(3/3/2022 9:14 AM ET)licensed cannabis delivery service","","","","","","","","","","","","","","","","","","","","","EXPERIENCE@KOLAS.COM","GARIB KARAPETYAN, JOE KARAPETYAN, KEVIN MCCARTY","","1220","BLUMENFELD DR","","SACRAMENTO","CA","95815","","","","","","","","","","","","","","","ET:2203030913474691","","","","","298.44","228.72","69.719999999999999","","0","00000000B4BA7A8F","2788806948","0"
"13432","BUCKMASTER OFFICE SOLUTIONS","1801 TRIBUTE ROAD","","Sacramento","CA","95815","1801 TRIBUTE ROAD","","Sacramento","CA","95815","9169230500","","","OUT OF COUNTY","7629","","","","","","","","","","","","","(3/22/2022 11:26 AM ET)OFFICE EQUIPMENT AND SOLUTION COMPANY. SELL, SERVICE AND REPAIR MOST OFFICE EQUIPMENT (COPIERS)","","","","","","","","","","","","","","","","","","","","","MFROST@BUCKMASTEROFFICE.COM","","","1801","TRIBUTE ROAD","","Sacramento","CA","95815","","","","","","","","","","","","","","","ET:2203221124078634","","","","","298.44","228.72","69.719999999999999","","0","00000000B4BA8427","2803663495","0"
"13463","FC STEEL STRUCTURES","PO BOX 523","","MAXWELL","CA","95955","200 OLIVE ST","","MAXWELL","CA","95955","3367551494","","","OTHER","1522","","","","","","","","","","","","","(5/10/2022 8:20 AM ET)DELIVERY AND INSTALL OF NON-RESIDENTIAL CARPORTS","","","","","","","","","","","","","","","","","","","","","DIEGO@FCSTEEL.COM","","","200","OLIVE ST","","MAXWELL","CA","95955","","","","","","","","","","","","","","","ET:2205100816345479","","","","","298.44","228.72","69.719999999999999","","0","00000000B4B448B6","2851703819","0"
"13500","THE RADIO GUYS, INC.","2061 FREEWAY DR SUITE E","","Woodland","CA","95776","18228 CR 95","","WOODLAND","CA","95695","5304060700","","","HOME OCCUPATION","7622","","","CORPORATION","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NADIA@THERADIOGUYS.COM","MATTHEWS DAVID","","18228","CR 95","","WOODLAND","CA","95695","","PARCEL","025191011","","","","","","","","","","","","ET:2207121054169989","YOLO:1102101329222996","","","","298.44","228.72","69.719999999999999","","0","00000000B4B45629","2900865376","0"
"13501","A.C. AG INDUSTRY","854 WEST CROSS ST","","WOODLAND","CA","95695","37795 HWY 16","","WOODLAND","CA","95695","5304056923","","","OTHER","5999","","","SOLE PROPRIETORSHIP","","","","","","","","","","(7/14/2022 3:34 PM ET)SELLING REPLACEMENT PARTS FOR AG MACHINERY, OUTSIDE SALES","","","","","","","","","","","","","","","","","","","","","75ALEXCAN@GMAIL.COM","TADLOCK RONALD R TR","","37795","HWY 16","","WOODLAND","CA","95695","","PARCEL","025470024","","","","","","","","","","","","ET:2207140320082551","YOLO:1102101329223572","","","","298.44","228.72","69.719999999999999","","0","00000000B4B4566F","2903927615","0"
"13525","ELITE WOOD DESIGN, INC","2616 MARCANTILE DR","","RANCHO CORDOVA","CA","95742","2616 MERCANTILE DR","","RANCHO CORDOVA","CA","95742","9165491703","","","CONTRACTOR","2434","","","CORPORATION","","","","","","","","","","(8/30/2022 3:55 PM ET)CUSTOM CABINET MANUFACUTING AND INSTALLATION","","","931560","B6, C-6","7-31-2024","","","","","","","","","","","","","","","","LUIZA@ELITEWOODDESIGN.COM","VADIM YEMCHUK","","2616","MERCANTILE DR","","RANCHO CORDOVA","CA","95742","","","","","","","","","","","","","","","ET:2208300347152406","","","","","298.44","228.72","69.719999999999999","","0","00000000B4B46069","2944690952","0"
"13546","NUNHEMS USA, INC.","1200 ANDERSON CORNER RD","","PARMA","ID","83660","27502 HWY 16","","MADISON","CA","95653","5303836329","","","COUNTY COMMERCIAL","0161","","","CORPORATION","","","","","","","","","","(10/6/2022 3:40 PM ET)VEGETABLE SEEDS RESEARCH FARM","","","","","","","","","","","","","","","","","","","","","NATALIA.LOBO@VEGETABLESEEDS.BASF.COM","NUNHEMS MELONS INC","","27502","HWY 16","","MADISON","CA","95653","","PARCEL","049120022","","","","","","","","","","","","ET:2210060339582689","YOLO:11021013292230598","","","PROFESSIONAL SERV.","298.44","228.72","69.719999999999999","","0","00000000B4B46B34","2977414174","0"
